source_file,feature,lag_samples,autocorrelation
hai-train2.csv,P2_MASW,10,0.9985301492908979
hai-train2.csv,P2_MASW,60,0.9911808176924319
hai-train2.csv,P2_MASW,300,0.9559022132299991
hai-train2.csv,P2_MASW_Lamp,1,0.9998530151631987
hai-train2.csv,P2_MASW_Lamp,10,0.9985301492908979
hai-train2.csv,P2_MASW_Lamp,60,0.9911808176924319
hai-train2.csv,P2_MASW_Lamp,300,0.9559022132299991
hai-train2.csv,P2_ManualGO,1,0.9998530443834112
hai-train2.csv,P2_ManualGO,10,0.9985304414929723
hai-train2.csv,P2_ManualGO,60,0.9911825709031912
hai-train2.csv,P2_ManualGO,300,0.9559109792431896
hai-train2.csv,P2_ManualSD,1,0.9999925286759054
hai-train2.csv,P2_ManualSD,10,0.9999252872862001
hai-train2.csv,P2_ManualSD,60,0.9995517413339089
hai-train2.csv,P2_ManualSD,300,0.9977591330205977
hai-train2.csv,P2_OnOff,1,
hai-train2.csv,P2_OnOff,10,
hai-train2.csv,P2_OnOff,60,
hai-train2.csv,P2_OnOff,300,
hai-train2.csv,P2_RTR,1,
hai-train2.csv,P2_RTR,10,
hai-train2.csv,P2_RTR,60,
hai-train2.csv,P2_RTR,300,
hai-train2.csv,P2_SCO,1,0.9999253750676322
hai-train2.csv,P2_SCO,10,0.9986932412961222
hai-train2.csv,P2_SCO,60,0.9917306274857375
hai-train2.csv,P2_SCO,300,0.9584650869971469
hai-train2.csv,P2_SCST,1,0.8785806093139363
hai-train2.csv,P2_SCST,10,0.7852218033719598
hai-train2.csv,P2_SCST,60,0.5080024722022707
hai-train2.csv,P2_SCST,300,0.28733938935975684
hai-train2.csv,P2_SIT01,1,0.9978750202862393
hai-train2.csv,P2_SIT01,10,0.9941391183603248
hai-train2.csv,P2_SIT01,60,0.9774462678632299
hai-train2.csv,P2_SIT01,300,0.9386926656504291
hai-train2.csv,P2_TripEx,1,
hai-train2.csv,P2_TripEx,10,
hai-train2.csv,P2_TripEx,60,
hai-train2.csv,P2_TripEx,300,
hai-train2.csv,P2_VIBTR01,1,0.26785134403204863
hai-train2.csv,P2_VIBTR01,10,0.1482598298866428
hai-train2.csv,P2_VIBTR01,60,0.1607174359486095
hai-train2.csv,P2_VIBTR01,300,0.15761958176654836
hai-train2.csv,P2_VIBTR02,1,0.1426490724678534
hai-train2.csv,P2_VIBTR02,10,0.12801748575614086
hai-train2.csv,P2_VIBTR02,60,0.14918010614734104
hai-train2.csv,P2_VIBTR02,300,0.14902751031770334
hai-train2.csv,P2_VIBTR03,1,0.45963344278577684
hai-train2.csv,P2_VIBTR03,10,0.355131137573316
hai-train2.csv,P2_VIBTR03,60,0.344312187091983
hai-train2.csv,P2_VIBTR03,300,0.32921102066502506
hai-train2.csv,P2_VIBTR04,1,0.5382448504959763
hai-train2.csv,P2_VIBTR04,10,0.4424315144109042
hai-train2.csv,P2_VIBTR04,60,0.4250003755284655
hai-train2.csv,P2_VIBTR04,300,0.37837859335521284
hai-train2.csv,P2_VT01,1,0.19470925276212858
hai-train2.csv,P2_VT01,10,0.055401115051067235
hai-train2.csv,P2_VT01,60,0.07153488000486641
hai-train2.csv,P2_VT01,300,0.07475653043814898
hai-train2.csv,P2_VTR01,1,
hai-train2.csv,P2_VTR01,10,
hai-train2.csv,P2_VTR01,60,
hai-train2.csv,P2_VTR01,300,
hai-train2.csv,P2_VTR02,1,
hai-train2.csv,P2_VTR02,10,
hai-train2.csv,P2_VTR02,60,
hai-train2.csv,P2_VTR02,300,
hai-train2.csv,P2_VTR03,1,
hai-train2.csv,P2_VTR03,10,
hai-train2.csv,P2_VTR03,60,
hai-train2.csv,P2_VTR03,300,
hai-train2.csv,P2_VTR04,1,
hai-train2.csv,P2_VTR04,10,
hai-train2.csv,P2_VTR04,60,
hai-train2.csv,P2_VTR04,300,
hai-train2.csv,P3_FIT01,1,0.9932989167210101
hai-train2.csv,P3_FIT01,10,0.8078341534009538
hai-train2.csv,P3_FIT01,60,-0.1471133070889852
hai-train2.csv,P3_FIT01,300,0.03309297275702748
hai-train2.csv,P3_LCP01D,1,0.9992356908147086
hai-train2.csv,P3_LCP01D,10,0.9406119423554963
hai-train2.csv,P3_LCP01D,60,0.17184447508499792
hai-train2.csv,P3_LCP01D,300,-0.0003360859911302055
hai-train2.csv,P3_LCV01D,1,0.9991664584575456
hai-train2.csv,P3_LCV01D,10,0.9373543949264102
hai-train2.csv,P3_LCV01D,60,0.21659144223718313
hai-train2.csv,P3_LCV01D,300,0.02624753310463001
hai-train2.csv,P3_LH01,1,
hai-train2.csv,P3_LH01,10,
hai-train2.csv,P3_LH01,60,
hai-train2.csv,P3_LH01,300,
hai-train2.csv,P3_LIT01,1,0.9998468813447772
hai-train2.csv,P3_LIT01,10,0.996431905943266
hai-train2.csv,P3_LIT01,60,0.946603768162349
hai-train2.csv,P3_LIT01,300,0.6338077266657058
hai-train2.csv,P3_LL01,1,
hai-train2.csv,P3_LL01,10,
hai-train2.csv,P3_LL01,60,
hai-train2.csv,P3_LL01,300,
hai-train2.csv,P3_PIT01,1,0.9969719886124354
hai-train2.csv,P3_PIT01,10,0.9052837623225987
hai-train2.csv,P3_PIT01,60,0.14706668246957674
hai-train2.csv,P3_PIT01,300,-0.04126282171640357
hai-train2.csv,P4_HT_FD,1,0.25118979370002276
hai-train2.csv,P4_HT_FD,10,-0.022583268094213654
hai-train2.csv,P4_HT_FD,60,-0.028555900411039194
hai-train2.csv,P4_HT_FD,300,0.003635289520292435
hai-train2.csv,P4_HT_PO,1,0.9990442568928262
hai-train2.csv,P4_HT_PO,10,0.9370686944626508
hai-train2.csv,P4_HT_PO,60,0.21605040631010447
hai-train2.csv,P4_HT_PO,300,0.02642853191005079
hai-train2.csv,P4_HT_PS,1,0.9999657000989209
hai-train2.csv,P4_HT_PS,10,0.9996569814281152
hai-train2.csv,P4_HT_PS,60,0.9979412361198983
hai-train2.csv,P4_HT_PS,300,0.9896904749048386
hai-train2.csv,P4_LD,1,0.9989910797210271
hai-train2.csv,P4_LD,10,0.9385591578529922
hai-train2.csv,P4_LD,60,0.16415828314508749
hai-train2.csv,P4_LD,300,0.036295319054692146
hai-train2.csv,P4_ST_FD,1,0.3226009087188768
hai-train2.csv,P4_ST_FD,10,-0.01456956809844202
hai-train2.csv,P4_ST_FD,60,0.0001978519988930001
hai-train2.csv,P4_ST_FD,300,0.0042374599134650005
hai-train2.csv,P4_ST_GOV,1,0.9988124882411149
hai-train2.csv,P4_ST_GOV,10,0.9365632387953939
hai-train2.csv,P4_ST_GOV,60,0.244249418062454
hai-train2.csv,P4_ST_GOV,300,0.06324246123841727
hai-train2.csv,P4_ST_LD,1,0.9973278644376108
hai-train2.csv,P4_ST_LD,10,0.8823729267992807
hai-train2.csv,P4_ST_LD,60,0.16283050868947574
hai-train2.csv,P4_ST_LD,300,0.05780974349460065
hai-train2.csv,P4_ST_PO,1,0.9991381033773322
hai-train2.csv,P4_ST_PO,10,0.9386869497635423
hai-train2.csv,P4_ST_PO,60,0.26140140993581196
hai-train2.csv,P4_ST_PO,300,0.06550383567360538
hai-train2.csv,P4_ST_PS,1,0.9999441759165688
hai-train2.csv,P4_ST_PS,10,0.9994417356964654
hai-train2.csv,P4_ST_PS,60,0.996649631351675
hai-train2.csv,P4_ST_PS,300,0.9832293077577406
hai-train2.csv,P4_ST_PT01,1,0.9928976732373201
hai-train2.csv,P4_ST_PT01,10,0.9384530134899208
hai-train2.csv,P4_ST_PT01,60,0.5598894335965187
hai-train2.csv,P4_ST_PT01,300,0.3496716854485647
hai-train2.csv,P4_ST_TT01,1,0.999323645011632
hai-train2.csv,P4_ST_TT01,10,0.9990275987181301
hai-train2.csv,P4_ST_TT01,60,0.9893824692291442
hai-train2.csv,P4_ST_TT01,300,0.8127786164527302
hai-train2.csv,x1001_05_SETPOINT_OUT,1,0.9999945461634124
hai-train2.csv,x1001_05_SETPOINT_OUT,10,0.999579877153311
hai-train2.csv,x1001_05_SETPOINT_OUT,60,0.9953581133618143
hai-train2.csv,x1001_05_SETPOINT_OUT,300,0.9749582579901835
hai-train2.csv,x1001_15_ASSIGN_OUT,1,0.9990349227806586
hai-train2.csv,x1001_15_ASSIGN_OUT,10,0.9454263791993429
hai-train2.csv,x1001_15_ASSIGN_OUT,60,0.3477980827893392
hai-train2.csv,x1001_15_ASSIGN_OUT,300,0.18868475918108704
hai-train2.csv,x1002_07_SETPOINT_OUT,1,0.999993032813207
hai-train2.csv,x1002_07_SETPOINT_OUT,10,0.9994619413572925
hai-train2.csv,x1002_07_SETPOINT_OUT,60,0.9940686189531969
hai-train2.csv,x1002_07_SETPOINT_OUT,300,0.9680105909237386
hai-train2.csv,x1002_08_SETPOINT_OUT,1,0.9999946982798745
hai-train2.csv,x1002_08_SETPOINT_OUT,10,0.9996038422422647
hai-train2.csv,x1002_08_SETPOINT_OUT,60,0.9956688894365673
hai-train2.csv,x1002_08_SETPOINT_OUT,300,0.9766427039325357
hai-train2.csv,x1003_10_SETPOINT_OUT,1,0.999642937227535
hai-train2.csv,x1003_10_SETPOINT_OUT,10,0.9989079259248413
hai-train2.csv,x1003_10_SETPOINT_OUT,60,0.9902236837158405
hai-train2.csv,x1003_10_SETPOINT_OUT,300,0.8354147032151125
hai-train2.csv,x1003_18_SETPOINT_OUT,1,0.9999975556572419
hai-train2.csv,x1003_18_SETPOINT_OUT,10,0.9998227603956396
hai-train2.csv,x1003_18_SETPOINT_OUT,60,0.9980410694361314
hai-train2.csv,x1003_18_SETPOINT_OUT,300,0.9894320700935039
hai-train2.csv,x1003_24_SUM_OUT,1,0.999743946420475
hai-train2.csv,x1003_24_SUM_OUT,10,0.9854724417876971
hai-train2.csv,x1003_24_SUM_OUT,60,0.8267359166445765
hai-train2.csv,x1003_24_SUM_OUT,300,0.7789391699402102
hai-train3.csv,P1_FCV01D,1,0.9997945624181744
hai-train3.csv,P1_FCV01D,10,0.999284815208903
hai-train3.csv,P1_FCV01D,60,0.9918504801971376
hai-train3.csv,P1_FCV01D,300,0.8465201415359728
hai-train3.csv,P1_FCV01Z,1,0.9997808471701839
hai-train3.csv,P1_FCV01Z,10,0.9992105832802805
hai-train3.csv,P1_FCV01Z,60,0.9915075378005358
hai-train3.csv,P1_FCV01Z,300,0.8451536336738754
hai-train3.csv,P1_FCV02D,1,0.9629866455090178
hai-train3.csv,P1_FCV02D,10,0.948006478018118
hai-train3.csv,P1_FCV02D,60,0.8274642722150906
hai-train3.csv,P1_FCV02D,300,0.6201580876881668
hai-train3.csv,P1_FCV02Z,1,0.9998740398729382
hai-train3.csv,P1_FCV02Z,10,0.9979563597757307
hai-train3.csv,P1_FCV02Z,60,0.9647044576529742
hai-train3.csv,P1_FCV02Z,300,0.6824535071848069
hai-train3.csv,P1_FCV03D,1,0.9998517843964166
hai-train3.csv,P1_FCV03D,10,0.9977505397543815
hai-train3.csv,P1_FCV03D,60,0.9681959280847585
hai-train3.csv,P1_FCV03D,300,0.9503685405975812
hai-train3.csv,P1_FCV03Z,1,0.9993934759502556
hai-train3.csv,P1_FCV03Z,10,0.9918538437947808
hai-train3.csv,P1_FCV03Z,60,0.9615052715723891
hai-train3.csv,P1_FCV03Z,300,0.9469969980874872
hai-train3.csv,P1_FT01,1,0.9941438778583832
hai-train3.csv,P1_FT01,10,0.952378272326922
hai-train3.csv,P1_FT01,60,0.3407184397981037
hai-train3.csv,P1_FT01,300,0.5221552108776987
hai-train3.csv,P1_FT01Z,1,0.9941312891783902
hai-train3.csv,P1_FT01Z,10,0.9524341344199806
hai-train3.csv,P1_FT01Z,60,0.34213719940738957
hai-train3.csv,P1_FT01Z,300,0.5237282104254347
hai-train3.csv,P1_FT02,1,0.9996946368220374
hai-train3.csv,P1_FT02,10,0.998975764293455
hai-train3.csv,P1_FT02,60,0.9904753741956187
hai-train3.csv,P1_FT02,300,0.8218923494997821
hai-train3.csv,P1_FT02Z,1,0.9996826839620979
hai-train3.csv,P1_FT02Z,10,0.9989996854041835
hai-train3.csv,P1_FT02Z,60,0.9905114337961843
hai-train3.csv,P1_FT02Z,300,0.8331584982270158
hai-train3.csv,P1_FT03,1,0.9992135910124227
hai-train3.csv,P1_FT03,10,0.9947705544036884
hai-train3.csv,P1_FT03,60,0.9804780799318706
hai-train3.csv,P1_FT03,300,0.9752483491359376
hai-train3.csv,P1_FT03Z,1,0.9992340591940435
hai-train3.csv,P1_FT03Z,10,0.9945544142479028
hai-train3.csv,P1_FT03Z,60,0.982374063674798
hai-train3.csv,P1_FT03Z,300,0.9760241642731079
hai-train3.csv,P1_LCV01D,1,0.9995739835798637
hai-train3.csv,P1_LCV01D,10,0.9811334682122101
hai-train3.csv,P1_LCV01D,60,0.4950078795020599
hai-train3.csv,P1_LCV01D,300,0.4456146369938994
hai-train3.csv,P1_LCV01Z,1,0.998075917313863
hai-train3.csv,P1_LCV01Z,10,0.9688149638113676
hai-train3.csv,P1_LCV01Z,60,0.493125889852601
hai-train3.csv,P1_LCV01Z,300,0.4368033844378566
hai-train3.csv,P1_LIT01,1,0.9999350660795945
hai-train3.csv,P1_LIT01,10,0.9981005633154061
hai-train3.csv,P1_LIT01,60,0.9467117923567053
hai-train3.csv,P1_LIT01,300,0.9377605633213784
hai-train3.csv,P1_PCV01D,1,0.999676844915665
hai-train3.csv,P1_PCV01D,10,0.9758210459728038
hai-train3.csv,P1_PCV01D,60,0.45240036368743014
hai-train3.csv,P1_PCV01D,300,0.43693440643689363
hai-train3.csv,P1_PCV01Z,1,0.9975193568753511
hai-train3.csv,P1_PCV01Z,10,0.9606401158391598
hai-train3.csv,P1_PCV01Z,60,0.46031693523606265
hai-train3.csv,P1_PCV01Z,300,0.4413676522021625
hai-train3.csv,P1_PCV02D,1,
hai-train3.csv,P1_PCV02D,10,
hai-train3.csv,P1_PCV02D,60,
hai-train3.csv,P1_PCV02D,300,
hai-train3.csv,P1_PCV02Z,1,0.6697456039016937
hai-train3.csv,P1_PCV02Z,10,0.6148260847587939
hai-train3.csv,P1_PCV02Z,60,0.5862126079215525
hai-train3.csv,P1_PCV02Z,300,0.527226102316867
hai-train3.csv,P1_PIT01,1,0.9986868684460245
hai-train3.csv,P1_PIT01,10,0.9718968166503398
hai-train3.csv,P1_PIT01,60,0.585553196528134
hai-train3.csv,P1_PIT01,300,0.36729187531287333
hai-train3.csv,P1_PIT01_HH,1,
hai-train3.csv,P1_PIT01_HH,10,
hai-train3.csv,P1_PIT01_HH,60,
hai-train3.csv,P1_PIT01_HH,300,
hai-train3.csv,P1_PIT02,1,0.9983853701418386
hai-train3.csv,P1_PIT02,10,0.9931068181722217
hai-train3.csv,P1_PIT02,60,0.9058750156203795
hai-train3.csv,P1_PIT02,300,0.22419738340466866
hai-train3.csv,P1_PP01AD,1,
hai-train3.csv,P1_PP01AD,10,
hai-train3.csv,P1_PP01AD,60,
hai-train3.csv,P1_PP01AD,300,
hai-train3.csv,P1_PP01AR,1,
hai-train3.csv,P1_PP01AR,10,
hai-train3.csv,P1_PP01AR,60,
hai-train3.csv,P1_PP01AR,300,
hai-train3.csv,P1_PP01BD,1,
hai-train3.csv,P1_PP01BD,10,
hai-train3.csv,P1_PP01BD,60,
hai-train3.csv,P1_PP01BD,300,
hai-train3.csv,P1_PP01BR,1,
hai-train3.csv,P1_PP01BR,10,
hai-train3.csv,P1_PP01BR,60,
hai-train3.csv,P1_PP01BR,300,
hai-train3.csv,P1_PP02D,1,
hai-train3.csv,P1_PP02D,10,
hai-train3.csv,P1_PP02D,60,
hai-train3.csv,P1_PP02D,300,
hai-train3.csv,P1_PP02R,1,
hai-train3.csv,P1_PP02R,10,
hai-train3.csv,P1_PP02R,60,
hai-train3.csv,P1_PP02R,300,
hai-train3.csv,P1_PP04,1,0.9999693491762914
hai-train3.csv,P1_PP04,10,0.9979365669328242
hai-train3.csv,P1_PP04,60,0.9811532041891102
hai-train3.csv,P1_PP04,300,0.8033859666559384
hai-train3.csv,P1_PP04D,1,0.9988429564480031
hai-train3.csv,P1_PP04D,10,0.9884286058688474
hai-train3.csv,P1_PP04D,60,0.9305396464808297
hai-train3.csv,P1_PP04D,300,0.651926346735723
hai-train3.csv,P1_PP04SP,1,1.0
hai-train3.csv,P1_PP04SP,10,1.0
hai-train3.csv,P1_PP04SP,60,0.9999999999999998
hai-train3.csv,P1_PP04SP,300,1.0
hai-train3.csv,P1_SOL01D,1,
hai-train3.csv,P1_SOL01D,10,
hai-train3.csv,P1_SOL01D,60,
hai-train3.csv,P1_SOL01D,300,
hai-train3.csv,P1_SOL03D,1,
hai-train3.csv,P1_SOL03D,10,
hai-train3.csv,P1_SOL03D,60,
hai-train3.csv,P1_SOL03D,300,
hai-train3.csv,P1_STSP,1,
hai-train3.csv,P1_STSP,10,
hai-train3.csv,P1_STSP,60,
hai-train3.csv,P1_STSP,300,
hai-train3.csv,P1_TIT01,1,0.9999435320849541
hai-train3.csv,P1_TIT01,10,0.9996868757715857
hai-train3.csv,P1_TIT01,60,0.991031412640249
hai-train3.csv,P1_TIT01,300,0.8214295441810966
hai-train3.csv,P1_TIT02,1,0.9999703265185254
hai-train3.csv,P1_TIT02,10,0.9997447052403134
hai-train3.csv,P1_TIT02,60,0.9919732467684618
hai-train3.csv,P1_TIT02,300,0.8305513972633249
hai-train3.csv,P1_TIT03,1,0.99948844008881
hai-train3.csv,P1_TIT03,10,0.994979903543917
hai-train3.csv,P1_TIT03,60,0.9707585961644726
hai-train3.csv,P1_TIT03,300,0.8640103350392799
hai-train3.csv,P2_24Vdc,1,0.22722185911894893
hai-train3.csv,P2_24Vdc,10,0.007906846332978215
hai-train3.csv,P2_24Vdc,60,0.005661436551378216
hai-train3.csv,P2_24Vdc,300,0.013034352986172747
hai-train3.csv,P2_ATSW_Lamp,1,0.9998396262304351
hai-train3.csv,P2_ATSW_Lamp,10,0.9983962479447366
hai-train3.csv,P2_ATSW_Lamp,60,0.9903770087621713
hai-train3.csv,P2_ATSW_Lamp,300,0.9518735202112485
hai-train3.csv,P2_AutoGO,1,0.9998396262304351
hai-train3.csv,P2_AutoGO,10,0.9983962479447366
hai-train3.csv,P2_AutoGO,60,0.9903770087621713
hai-train3.csv,P2_AutoGO,300,0.9518735202112485
hai-train3.csv,P2_AutoSD,1,0.9999129496209882
hai-train3.csv,P2_AutoSD,10,0.9991294274223014
hai-train3.csv,P2_AutoSD,60,0.994774268493894
hai-train3.csv,P2_AutoSD,300,0.9738158673486634
hai-train3.csv,P2_Emerg,1,
hai-train3.csv,P2_Emerg,10,
hai-train3.csv,P2_Emerg,60,
hai-train3.csv,P2_Emerg,300,
hai-train3.csv,P2_MASW,1,0.9998396262304351
hai-train3.csv,P2_MASW,10,0.9983962479447366
hai-train3.csv,P2_MASW,60,0.9903770087621713
hai-train3.csv,P2_MASW,300,0.9518735202112485
hai-train3.csv,P2_MASW_Lamp,1,0.9998396262304351
hai-train3.csv,P2_MASW_Lamp,10,0.9983962479447366
hai-train3.csv,P2_MASW_Lamp,60,0.9903770087621713
hai-train3.csv,P2_MASW_Lamp,300,0.9518735202112485
hai-train3.csv,P2_ManualGO,1,0.9998396262304351
hai-train3.csv,P2_ManualGO,10,0.9983962479447366
hai-train3.csv,P2_ManualGO,60,0.9903770087621713
hai-train3.csv,P2_ManualGO,300,0.9518735202112485
hai-train3.csv,P2_ManualSD,1,0.9999841827816889
hai-train3.csv,P2_ManualSD,10,0.9998418279100708
hai-train3.csv,P2_ManualSD,60,0.9990509705682896
hai-train3.csv,P2_ManualSD,300,0.9952549279457058
hai-train3.csv,P2_OnOff,1,
hai-train3.csv,P2_OnOff,10,
hai-train3.csv,P2_OnOff,60,
hai-train3.csv,P2_OnOff,300,
hai-train3.csv,P2_RTR,1,
hai-train3.csv,P2_RTR,10,
hai-train3.csv,P2_RTR,60,
hai-train3.csv,P2_RTR,300,
hai-train3.csv,P2_SCO,1,0.9999364837486244
hai-train3.csv,P2_SCO,10,0.9985490008323734
hai-train3.csv,P2_SCO,60,0.9906032868790307
hai-train3.csv,P2_SCO,300,0.952488202634297
hai-train3.csv,P2_SCST,1,0.9129023622956567
hai-train3.csv,P2_SCST,10,0.8475531255374457
hai-train3.csv,P2_SCST,60,0.6580535274850439
hai-train3.csv,P2_SCST,300,0.44278020779356686
hai-train3.csv,P2_SIT01,1,0.9987940729390321
hai-train3.csv,P2_SIT01,10,0.9964049948517394
hai-train3.csv,P2_SIT01,60,0.9859160045531337
hai-train3.csv,P2_SIT01,300,0.9446487429229434
hai-train3.csv,P2_TripEx,1,
hai-train3.csv,P2_TripEx,10,
hai-train3.csv,P2_TripEx,60,
hai-train3.csv,P2_TripEx,300,
hai-train3.csv,P2_VIBTR01,1,0.1393282056582069
hai-train3.csv,P2_VIBTR01,10,0.08640753379181709
hai-train3.csv,P2_VIBTR01,60,0.06709544392261407
hai-train3.csv,P2_VIBTR01,300,0.061797852852677186
hai-train3.csv,P2_VIBTR02,1,-0.09047976241235753
hai-train3.csv,P2_VIBTR02,10,0.13464394111699957
hai-train3.csv,P2_VIBTR02,60,0.10315143425365296
hai-train3.csv,P2_VIBTR02,300,0.08126254693927831
hai-train3.csv,P2_VIBTR03,1,0.3190661029780332
hai-train3.csv,P2_VIBTR03,10,0.24945836585489356
hai-train3.csv,P2_VIBTR03,60,0.20190161955378913
hai-train3.csv,P2_VIBTR03,300,0.1537463988147666
hai-train3.csv,P2_VIBTR04,1,0.5799526195868981
hai-train3.csv,P2_VIBTR04,10,0.5191885315846486
hai-train3.csv,P2_VIBTR04,60,0.4585022265346915
hai-train3.csv,P2_VIBTR04,300,0.3346428007007067
hai-train3.csv,P2_VT01,1,0.11153991742340037
hai-train3.csv,P2_VT01,10,0.046749093876755715
hai-train3.csv,P2_VT01,60,0.031967615790782215
hai-train3.csv,P2_VT01,300,0.02699429209987359
hai-train3.csv,P2_VTR01,1,
hai-train3.csv,P2_VTR01,10,
hai-train3.csv,P2_VTR01,60,
hai-train3.csv,P2_VTR01,300,
hai-train3.csv,P2_VTR02,1,
hai-train3.csv,P2_VTR02,10,
hai-train3.csv,P2_VTR02,60,
hai-train3.csv,P2_VTR02,300,
hai-train3.csv,P2_VTR03,1,
hai-train3.csv,P2_VTR03,10,
hai-train3.csv,P2_VTR03,60,
hai-train3.csv,P2_VTR03,300,
hai-train3.csv,P2_VTR04,1,
hai-train3.csv,P2_VTR04,10,
hai-train3.csv,P2_VTR04,60,
hai-train3.csv,P2_VTR04,300,
hai-train3.csv,P3_FIT01,1,0.9931292390485371
hai-train3.csv,P3_FIT01,10,0.7996822250878057
hai-train3.csv,P3_FIT01,60,-0.1571685549753365
hai-train3.csv,P3_FIT01,300,0.01244589590996255
hai-train3.csv,P3_LCP01D,1,0.9991987739361168
hai-train3.csv,P3_LCP01D,10,0.9374178902342213
hai-train3.csv,P3_LCP01D,60,0.16189762709604757
hai-train3.csv,P3_LCP01D,300,-0.01365805796512815
hai-train3.csv,P3_LCV01D,1,0.9991234384936325
hai-train3.csv,P3_LCV01D,10,0.9341159752440925
hai-train3.csv,P3_LCV01D,60,0.2003773201211467
hai-train3.csv,P3_LCV01D,300,0.008932361243397396
hai-train3.csv,P3_LH01,1,
hai-train3.csv,P3_LH01,10,
hai-train3.csv,P3_LH01,60,
hai-train3.csv,P3_LH01,300,
hai-train3.csv,P3_LIT01,1,0.9998403049836844
hai-train3.csv,P3_LIT01,10,0.9965057241419105
hai-train3.csv,P3_LIT01,60,0.9503408983527168
hai-train3.csv,P3_LIT01,300,0.6500554349351633
hai-train3.csv,P3_LL01,1,
hai-train3.csv,P3_LL01,10,
hai-train3.csv,P3_LL01,60,
hai-train3.csv,P3_LL01,300,
hai-train3.csv,P3_PIT01,1,0.9968175939539534
hai-train3.csv,P3_PIT01,10,0.9033609331160849
hai-train3.csv,P3_PIT01,60,0.16242681985540883
hai-train3.csv,P3_PIT01,300,-0.04191561190574499
hai-train3.csv,P4_HT_FD,1,0.2623322222401143
hai-train3.csv,P4_HT_FD,10,-0.020103705298018318
hai-train3.csv,P4_HT_FD,60,-0.03542137722565448
hai-train3.csv,P4_HT_FD,300,0.004026027365162639
hai-train3.csv,P4_HT_PO,1,0.9989967551804066
hai-train3.csv,P4_HT_PO,10,0.9338032748326487
hai-train3.csv,P4_HT_PO,60,0.19982423082368733
hai-train3.csv,P4_HT_PO,300,0.008618758154571868
hai-train3.csv,P4_HT_PS,1,0.9999565405087957
hai-train3.csv,P4_HT_PS,10,0.9995653686920903
hai-train3.csv,P4_HT_PS,60,0.9973909973777013
hai-train3.csv,P4_HT_PS,300,0.9869256441314366
hai-train3.csv,P4_LD,1,0.9989326531347236
hai-train3.csv,P4_LD,10,0.9334055334704535
hai-train3.csv,P4_LD,60,0.11313389624029166
hai-train3.csv,P4_LD,300,-0.00037807741026519296
hai-train3.csv,P4_ST_FD,1,0.3343235992619868
hai-train3.csv,P4_ST_FD,10,-0.013506925581909284
hai-train3.csv,P4_ST_FD,60,0.0030793104634836677
hai-train3.csv,P4_ST_FD,300,-0.002596602812865709
hai-train3.csv,P4_ST_GOV,1,0.9987461379201349
hai-train3.csv,P4_ST_GOV,10,0.9305206570891248
hai-train3.csv,P4_ST_GOV,60,0.17820824982149486
hai-train3.csv,P4_ST_GOV,300,0.04771853539111492
hai-train3.csv,P4_ST_LD,1,0.9971991611802637
hai-train3.csv,P4_ST_LD,10,0.8734265696041659
hai-train3.csv,P4_ST_LD,60,0.09815810823407753
hai-train3.csv,P4_ST_LD,300,0.04171599554654329
hai-train3.csv,P4_ST_PO,1,0.9990667648761256
hai-train3.csv,P4_ST_PO,10,0.9327545926365155
hai-train3.csv,P4_ST_PO,60,0.19740526629637806
hai-train3.csv,P4_ST_PO,300,0.052002135596119915
hai-train3.csv,P4_ST_PS,1,0.9999860584456541
hai-train3.csv,P4_ST_PS,10,0.999860585821721
hai-train3.csv,P4_ST_PS,60,0.999163560479337
hai-train3.csv,P4_ST_PS,300,0.9958189007156296
hai-train3.csv,P4_ST_PT01,1,0.9921812863350612
hai-train3.csv,P4_ST_PT01,10,0.9400789434638427
hai-train3.csv,P4_ST_PT01,60,0.5547480838719853
hai-train3.csv,P4_ST_PT01,300,0.34990838975940464
hai-train3.csv,P4_ST_TT01,1,0.9993207480211858
hai-train3.csv,P4_ST_TT01,10,0.9990540499789198
hai-train3.csv,P4_ST_TT01,60,0.9903779885706485
hai-train3.csv,P4_ST_TT01,300,0.820960663299952
hai-train3.csv,x1001_05_SETPOINT_OUT,1,0.9999935976759365
hai-train3.csv,x1001_05_SETPOINT_OUT,10,0.9994969533996728
hai-train3.csv,x1001_05_SETPOINT_OUT,60,0.9945182638925276
hai-train3.csv,x1001_05_SETPOINT_OUT,300,0.9704495931169017
hai-train3.csv,x1001_15_ASSIGN_OUT,1,0.9989579439889299
hai-train3.csv,x1001_15_ASSIGN_OUT,10,0.9395265626704578
hai-train3.csv,x1001_15_ASSIGN_OUT,60,0.28326914488996074
hai-train3.csv,x1001_15_ASSIGN_OUT,300,0.16851138060345106
hai-train3.csv,x1002_07_SETPOINT_OUT,1,0.9999941876040722
hai-train3.csv,x1002_07_SETPOINT_OUT,10,0.9995762919736122
hai-train3.csv,x1002_07_SETPOINT_OUT,60,0.9954451337732093
hai-train3.csv,x1002_07_SETPOINT_OUT,300,0.9755071261256646
hai-train3.csv,x1002_08_SETPOINT_OUT,1,0.9999972942510914
hai-train3.csv,x1002_08_SETPOINT_OUT,10,0.9998027330336692
hai-train3.csv,x1002_08_SETPOINT_OUT,60,0.9978432697085313
hai-train3.csv,x1002_08_SETPOINT_OUT,300,0.9883586951248023
hai-train3.csv,x1003_10_SETPOINT_OUT,1,0.9996832843490434
hai-train3.csv,x1003_10_SETPOINT_OUT,10,0.9989996514606048
