source_file,event_number,start_time,end_time,n_points,feature,pre_mean,during_mean,post_mean,normal_mean,normal_std,threshold_defined,response_rule,pre_event_median,pre_event_mode,pre_event_window_samples,file_normal_std,file_normal_constant,reaction_threshold_sigma,reaction_sustain_samples,response_detected,preexisting_excursion,reaction_delay_seconds,peak_abs_deviation_from_pre_median_sd,recovery_threshold_sigma,recovery_sustain_samples,recovery_search_seconds,recovery_search_actual_samples,recovery_detected,recovery_not_observed_within_horizon,recovery_right_censored,recovery_delay_seconds,during_vs_normal_sd,during_vs_pre_sd,post_vs_normal_sd
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_HT_FD,-0.00028273885350318473,-9.375796178343947e-05,-0.0003752229299363058,-0.00017741802073737236,0.002094857275730677,True,3_sigma_from_pre_median,-0.00029,-0.00014,300,0.002094857275730677,False,3.0,3,False,False,,12.502045033528617,1.0,10,600,600,False,False,False,,0.03993592304504498,0.09021182202201797,-0.0944240505024095
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_HT_PO,31.845976178343943,49.96917987261146,15.262036878980894,34.40518550520394,31.352937628143213,True,3_sigma_from_pre_median,1.4377,0.01807,300,31.352937628143213,False,3.0,3,False,False,,2.355953718789524,1.0,10,600,600,False,False,False,,0.49641263450340545,0.5780384571683536,-0.6105695374789907
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_HT_PS,7.940450000000002,7.940450000000002,7.940450000000002,7.370447005233344,1.8602580474440873,True,3_sigma_from_pre_median,7.94045,7.94045,300,1.8602580474440873,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,0.3064107130458686,0.0,0.3064107130458686
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_LD,370.92672898089165,389.25449547770694,309.3928042675159,363.75927687155763,61.64805357478487,True,3_sigma_from_pre_median,339.27411,295.37396,300,61.64805357478487,False,3.0,3,False,False,,2.0756014599029706,1.0,10,600,600,False,False,False,,0.4135608040766643,0.2972967585194233,-0.88188465736538
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_ST_FD,-1.2802547770700623e-05,6.394904458598727e-05,-1.936305732484077e-05,-5.575785491679569e-05,0.0016600255351600075,True,3_sigma_from_pre_median,-0.00014,-0.00043,300,0.0016600255351600075,False,3.0,3,False,False,,4.403546719716814,1.0,10,600,600,False,False,False,,0.0721114807979412,0.04623518779142751,0.02192423961023399
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_ST_GOV,18149.178343949046,18659.114649681527,16230.471337579618,18003.87095003822,1720.1717180299972,True,3_sigma_from_pre_median,17925.0,16712.0,300,1720.1717180299972,False,3.0,3,False,False,,1.593445567829177,1.0,10,600,600,False,False,False,,0.38091761001262997,0.29644500045406996,-1.030943360985823
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_ST_LD,335.2234489808917,339.8076973248408,295.8823121019108,329.15868804347406,35.6527960419603,True,3_sigma_from_pre_median,327.46490500000004,309.35327,300,35.6527960419603,False,3.0,3,False,False,,1.773559777067161,1.0,10,600,600,False,False,False,,0.29868651167874016,0.12858033177969552,-0.9333454773757373
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_ST_PO,332.8005871974522,342.41382133757963,297.7406354140128,329.457571630961,31.82679025985116,True,3_sigma_from_pre_median,328.65851,309.91394,300,31.82679025985116,False,3.0,3,False,False,,1.6037891217824223,1.0,10,600,600,False,False,False,,0.407086281740533,0.3020484963026358,-0.9965483782057184
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_ST_PS,20.161450000000002,20.161450000000002,20.161450000000002,18.638198861796585,2.3221340099168533,True,3_sigma_from_pre_median,20.16145,20.16145,300,2.3221340099168533,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,0.6559703840080955,0.0,0.6559703840080955
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_ST_PT01,9973.363057324841,9970.802547770701,9982.726114649682,9971.082871087243,28.696066979387986,True,3_sigma_from_pre_median,9970.0,9970.0,300,28.696066979387986,False,3.0,3,True,False,34.0,4.11206177086072,1.0,10,600,600,True,False,False,50.0,-0.009768701639243843,-0.08922858857204202,0.40574353171124217
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,P4_ST_TT01,27289.910828025477,27281.757961783438,27210.891719745225,27081.764813108843,115.90000290990808,True,3_sigma_from_pre_median,27291.0,27291.0,300,115.90000290990808,False,3.0,3,False,False,,0.39689386406449817,1.0,10,600,600,False,False,False,,1.7255663818236056,-0.07034396926095118,1.114123411513247
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,x1001_05_SETPOINT_OUT,0.1527,0.1527,0.1527,0.12655929653658443,0.030634948508867832,True,3_sigma_from_pre_median,0.1527,0.1527,300,0.030634948508867832,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,0.8532967978010042,0.0,0.8532967978010042
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,x1001_15_ASSIGN_OUT,1.1373215923566877,1.1677898726114648,1.035761847133758,1.104756294517729,0.0991220108490534,True,3_sigma_from_pre_median,1.126965,1.1296,300,0.0991220108490534,False,3.0,3,False,False,,1.4882163783444757,1.0,10,600,600,False,False,False,,0.6359190814815663,0.30738157946750405,-0.6960557679669981
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,x1002_07_SETPOINT_OUT,348.79921999999993,348.79921999999993,348.79921999999993,344.7269650424351,17.571010784651346,True,3_sigma_from_pre_median,348.79922,348.79922,300,17.571010784651346,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,0.23175985761286078,0.0,0.23175985761286078
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,x1002_08_SETPOINT_OUT,974.17908,974.17908,974.17908,962.0931137092064,12.08195744085597,True,3_sigma_from_pre_median,974.17908,974.17908,300,12.08195744085597,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,1.0003318046729837,0.0,1.0003318046729837
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,x1003_10_SETPOINT_OUT,50.01766566878981,25.61415426751592,23.634264522292995,1519.2888676230423,1257.5776996314432,True,3_sigma_from_pre_median,46.377305,33.96383,300,1257.5776996314432,False,3.0,3,False,False,,0.020136954565448808,1.0,10,600,600,False,False,False,,-1.1877395041223104,-0.019405171870036972,-1.1893138718498897
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,x1003_18_SETPOINT_OUT,26.478050000000007,26.478050000000007,26.478050000000007,26.18785625100452,0.1657230121219866,True,3_sigma_from_pre_median,26.47805,26.47805,300,0.1657230121219866,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,1.7510769643860946,0.0,1.7510769643860946
hai-test1.csv,3,2022-08-12 18:32:17,2022-08-12 18:34:53,157,x1003_24_SUM_OUT,30.261703057324834,30.357901401273885,29.922809363057322,29.948458826515612,0.35208254333579925,True,3_sigma_from_pre_median,30.224435,30.03561,300,0.35208254333579925,False,3.0,3,False,False,,1.399856395407628,1.0,10,600,600,False,False,False,,1.1629164311272508,0.2732266787146626,-0.07285071056143441
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FCV01D,67.18784096969698,53.80840296969698,36.17663727272728,28.950903835237852,22.84270615719168,True,3_sigma_from_pre_median,68.619035,65.27134,300,22.84270615719168,False,3.0,3,False,False,,1.0828981833315812,1.0,10,600,600,False,False,False,,1.088202902204436,-0.5857203567707623,0.3163256309373183
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FCV01Z,68.00495278787878,54.529869878787885,36.45652957575757,28.743162702718596,23.169097266768347,True,3_sigma_from_pre_median,69.02466,69.02466,300,23.169097266768347,False,3.0,3,False,False,,1.0767842921434543,1.0,10,600,600,False,False,False,,1.1129785023197862,-0.5815972350557798,0.33291615915059103
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FCV02D,15.0,15.0,15.0,47.26010811501597,40.896481276676205,True,3_sigma_from_pre_median,15.0,15.0,300,40.896481276676205,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,-0.788823563982614,0.0,-0.788823563982614
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FCV02Z,12.445023757575756,12.441185636363635,12.437624969696968,42.789159830455326,37.76975658121236,True,3_sigma_from_pre_median,12.44507,12.44507,300,37.76975658121236,False,3.0,3,False,False,,0.0004040269618150073,1.0,10,600,600,False,False,False,,-0.8034993322987828,-0.00010161890251711116,-0.8035936052565396
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FCV03D,54.399121515151506,54.24486381818181,53.77332369696969,51.87251587839825,1.0646258364164685,True,3_sigma_from_pre_median,53.909475,53.48375,300,1.0646258364164685,False,3.0,3,False,False,,2.0953042127068655,1.0,10,600,600,False,False,False,,2.228339627534206,-0.1448938131061382,1.7854233417531598
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FCV03Z,55.21207884848485,54.91351387878789,54.385882969696965,52.52241599345341,1.0746685930744746,True,3_sigma_from_pre_median,54.70428,54.70428,300,1.0746685930744746,False,3.0,3,False,False,,2.0375025511220666,1.0,10,600,600,False,False,False,,2.224963026502793,-0.2778205035682764,1.7339922169982123
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FT01,60.39935939393939,67.66808951515154,50.611771393939414,57.8119164419138,7.122921026465356,True,3_sigma_from_pre_median,58.307625,54.58834,300,7.122921026465356,False,3.0,3,True,False,40.0,8.3947842153281,1.0,10,600,600,True,False,False,139.0,1.3837262882203698,1.0204704073237696,-1.0108416225902415
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FT01Z,314.29875436363636,352.33720903030303,263.7172286060606,301.0186170769713,37.09807579445848,True,3_sigma_from_pre_median,303.58835,284.22327,300,37.09807579445848,False,3.0,3,True,False,41.0,8.392203997990254,1.0,10,600,600,True,False,False,140.0,1.3833222034927606,1.0253484541197864,-1.005480410293479
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FT02,2442.389900121212,2261.338590181818,1363.3727598787877,962.7966460148181,1002.1838417006109,True,3_sigma_from_pre_median,2446.59399,2444.30542,300,1002.1838417006109,False,3.0,3,False,False,,0.5903699055814056,1.0,10,600,600,False,False,False,,1.2957123135845987,-0.1806567841207332,0.3997032252927068
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FT02Z,3152.207765636364,3030.9262456969695,2339.1505512727267,1519.2674854532622,1257.579495817021,True,3_sigma_from_pre_median,3154.84082,3153.46436,300,1257.579495817021,False,3.0,3,False,False,,0.324916946689351,1.0,10,600,600,False,False,False,,1.2020383325839903,-0.09644044002212407,0.6519532709833226
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FT03,234.64779321212123,235.3644884242425,233.4097436363636,229.451407064819,5.620080284055158,True,3_sigma_from_pre_median,235.11885,235.59569,300,5.620080284055158,False,3.0,3,False,False,,1.408428278588327,1.0,10,600,600,False,False,False,,1.0521346778976846,0.12752401672172126,0.7043202892981586
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_FT03Z,973.9574316363639,975.6231186666668,971.1794841212122,962.1467034700798,12.806775531386771,True,3_sigma_from_pre_median,974.85358,976.15814,300,12.806775531386771,False,3.0,3,False,False,,1.426175539286762,1.0,10,600,600,False,False,False,,1.0522879208399487,0.13006295192888825,0.705312639313065
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_LCV01D,14.962193393939396,17.713021757575756,10.414479030303031,14.203920164056525,2.8352305438964307,True,3_sigma_from_pre_median,13.18973,10.80613,300,2.8352305438964307,False,3.0,3,True,False,75.0,3.8692726500200743,1.0,10,600,600,True,False,False,112.0,1.2376776911752319,0.9702309286834653,-1.3365548498026902
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_LCV01Z,14.552305757575759,17.84362666666667,10.181448363636363,14.065294045551655,2.849341018598587,True,3_sigma_from_pre_median,13.13171,11.11755,300,2.849341018598587,False,3.0,3,True,False,79.0,3.767383380905266,1.0,10,600,600,True,False,False,120.0,1.326037352655436,1.155116529614172,-1.3630680415450982
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_LIT01,312.29446054545457,315.67251769696963,321.8610761818182,345.3551449030753,19.13774319643267,True,3_sigma_from_pre_median,315.8107,323.98941,300,19.13774319643267,False,3.0,3,False,False,,1.287421392747745,1.0,10,600,600,False,False,False,,-1.5509993472813768,0.17651282687003267,-1.2276300543961989
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PCV01D,27.780594484848482,27.39554703030303,25.91079284848485,26.84933001411239,2.175029666301921,True,3_sigma_from_pre_median,27.545915,25.95285,300,2.175029666301921,False,3.0,3,True,False,29.0,5.80767480816813,1.0,10,600,600,True,False,False,16.0,0.2511308349735495,-0.17703089779006304,-0.43150545492249837
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PCV01Z,28.026277151515146,27.935882363636363,26.454855757575764,27.293040776181424,2.2021074236267753,True,3_sigma_from_pre_median,28.16925,27.21557,300,2.2021074236267753,False,3.0,3,True,False,32.0,5.986806028875377,1.0,10,600,600,True,False,False,34.0,0.2919210845746147,-0.04104921808487718,-0.380628578611849
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PCV02D,12.0,12.733189757575758,12.0,12.000154338971756,0.01098679314249775,True,3_sigma_from_pre_median,12.0,12.0,300,0.01098679314249775,False,3.0,3,True,False,31.0,300.8948978216987,1.0,10,600,600,True,False,False,1.0,66.71968872960441,66.73373641119395,-0.014047681589522989
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PCV02Z,11.810396484848486,12.534865393939395,11.80785315151515,11.802298418824359,0.027697809725893457,True,3_sigma_from_pre_median,11.81183,11.81183,300,0.027697809725893457,False,3.0,3,True,False,35.0,110.73149936230438,1.0,10,600,600,True,False,False,1.0,26.44855251605659,26.156180443886694,0.200547723656242
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PIT01,1.1214048484848482,1.18689296969697,1.1683843030303032,1.1054186375663968,0.10108042861225783,True,3_sigma_from_pre_median,1.17584,1.18958,300,0.10108042861225783,False,3.0,3,False,False,,1.675596377313549,1.0,10,600,600,False,False,False,,0.8060346918700427,0.6478813169988878,0.6229263797984196
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PIT01_HH,524320.0,524320.0,524320.0,524320.0,0.0,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PIT02,0.38393933333333335,0.4615461212121212,0.8912196969696968,0.6211894611811286,0.3585321787147921,True,3_sigma_from_pre_median,0.38391,0.38391,300,0.3585321787147921,False,3.0,3,False,False,,0.6958371237256734,1.0,10,600,600,False,False,False,,-0.4452692099807357,0.21645696672744977,0.7531548123700604
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP01AD,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP01AR,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP01BD,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP01BR,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP02D,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP02R,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP04,0.0,0.0,0.3034829696969697,24.248614438150494,16.788267124760022,True,3_sigma_from_pre_median,0.0,0.0,300,16.788267124760022,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,-1.4443786400317427,0.0,-1.4263015527754064
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP04D,0.0,0.0,0.0,0.6158293968913542,0.4864033183195398,True,3_sigma_from_pre_median,0.0,0.0,300,0.4864033183195398,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,-1.2660879843890964,0.0,-1.2660879843890964
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_PP04SP,27.48882,27.48882,27.48882,27.488819999999983,0.0,True,change_from_pre_mode,27.48882,27.48882,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_SOL01D,524320.0,524320.0,524320.0,524320.0,0.0,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_SOL03D,524320.0,524320.0,524320.0,524320.0,0.0,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_STSP,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_TIT01,30.712055636363633,31.312141939393936,31.889201757575762,30.12516242360689,1.1985492880384954,True,3_sigma_from_pre_median,30.424495,29.82178,300,1.1985492880384954,False,3.0,3,False,False,,0.9866636372838247,1.0,10,600,600,False,False,False,,0.9903468531774894,0.5006772011957747,1.4718120911454855
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_TIT02,35.129892,35.63629787878788,36.167766484848485,35.91225150434152,2.055402597486634,True,3_sigma_from_pre_median,34.93347,34.67406,300,2.055402597486634,False,3.0,3,False,False,,0.4676942615405314,1.0,10,600,600,False,False,False,,-0.13425770011728072,0.24637795019190822,0.12431383555679663
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P1_TIT03,26.44492757575757,27.144130000000004,27.436570000000007,27.656225460906715,1.1772378238837553,True,3_sigma_from_pre_median,26.32007,26.32007,300,1.1772378238837553,False,3.0,3,False,False,,0.6999944983770501,1.0,10,600,600,False,False,False,,-0.43499745804742057,0.5939347258956866,-0.1865854600067602
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_24Vdc,28.034513878787877,28.035129272727275,28.034902606060605,28.034201173092377,0.003477435961533257,True,3_sigma_from_pre_median,28.034305,28.03257,300,0.003477435961533257,False,3.0,3,False,False,,2.4946541348169826,1.0,10,600,600,False,False,False,,0.2668919414086037,0.17696772743067524,0.20170981607911612
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_ATSW_Lamp,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_AutoGO,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_AutoSD,123.74702,123.74702,123.74702,120.20670428781435,4.841791207141232,True,3_sigma_from_pre_median,123.74702,123.74702,300,4.841791207141232,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,0.7311995831137852,0.0,0.7311995831137852
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_Emerg,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_MASW,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_MASW_Lamp,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_ManualGO,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_ManualSD,12.92742,12.92742,12.92742,12.927420000000009,0.0,True,change_from_pre_mode,12.92742,12.92742,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_OnOff,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_RTR,2880.0,2880.0,2880.0,2880.0,0.0,True,change_from_pre_mode,2880.0,2880.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_SCO,54801.2303030303,54801.36363636364,54801.412121212124,54781.85991493365,25.815834015187235,True,3_sigma_from_pre_median,54801.0,54801.0,300,25.815834015187235,False,3.0,3,False,False,,0.03873591685675189,1.0,10,600,600,False,False,False,,0.7554945317092736,0.005164788914440268,0.7573726367689932
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_SCST,720.5270035757576,720.5257584242424,720.5439824848485,720.3580561906348,0.2849730368572045,True,3_sigma_from_pre_median,720.5434849999999,720.47589,300,0.2849730368572045,False,3.0,3,False,False,,0.8398864771192003,1.0,10,600,600,False,False,False,,0.5884845649158348,-0.004369366059616462,0.6524346873800952
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_SIT01,924.769696969697,924.6666666666666,924.9575757575758,917.5548325133774,8.22603153950541,True,3_sigma_from_pre_median,925.0,924.0,300,8.22603153950541,False,3.0,3,False,False,,0.3646959029505952,1.0,10,600,600,False,False,False,,0.8645522593895666,-0.012524909798305698,0.8999167105847852
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_TripEx,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VIBTR01,7.033858787878787,6.946213939393941,6.909633333333334,6.731154581626453,0.3676899605355175,True,3_sigma_from_pre_median,7.0653,6.4694,300,0.3676899605355175,False,3.0,3,False,False,,1.6483996438664053,1.0,10,600,600,False,False,False,,0.5848932003861819,-0.2383661722968904,0.48540556137822666
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VIBTR02,-3.039833333333333,-3.097119393939394,-3.070361818181818,-3.224894445206688,0.348930030020079,True,3_sigma_from_pre_median,-3.0696,-2.7357,300,0.348930030020079,False,3.0,3,False,False,,1.3552860439463674,1.0,10,600,600,False,False,False,,0.3661910419689041,-0.16417635536489797,0.44287568775888225
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VIBTR03,9.903515151515151,9.892534545454545,9.854624848484848,9.665141217977615,0.23660338683141197,True,3_sigma_from_pre_median,9.8824,10.0719,300,0.23660338683141197,False,3.0,3,False,False,,1.3220436283225314,1.0,10,600,600,False,False,False,,0.9610738481903294,-0.046409335925652634,0.8008491892055913
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VIBTR04,-1.0521163636363635,-1.1280660606060606,-1.1108763636363637,-1.2521554126893901,0.24479515001020077,True,3_sigma_from_pre_median,-1.0335,-1.2286,300,0.24479515001020077,False,3.0,3,False,False,,1.3321342354471117,1.0,10,600,600,False,False,False,,0.5069109909986314,-0.31025817695543495,0.5771317325818721
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VT01,11.976015333333331,11.969908181818182,11.974481333333335,11.956540912797195,0.04211469636210724,True,3_sigma_from_pre_median,11.96995,11.91938,300,0.04211469636210724,False,3.0,3,False,False,,1.5206093248156154,1.0,10,600,600,False,False,False,,0.3174015290542285,-0.14501236011863722,0.42598954963100105
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VTR01,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VTR02,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VTR03,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P2_VTR04,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,4,2022-08-12 19:21:04,2022-08-12 19:23:48,165,P3_FIT01,499.23636363636365,110.81818181818181,1357.909090909091,1116.546463082381,1697.784997187767,True,3_sigma_from_pre_median,30.0,29.0,300,1697.784997187767,False,3.0,3,False,False,,0.08010437141644682,1.0,10,600,600,False,False,False,,-0.5923767043118537,-0.22877936986223976,0.14216324695206176
