feature_1,feature_2,mean_absolute_correlation_change,max_absolute_correlation_change,mean_signed_correlation_change,contributing_test_files
P1_FT03,P1_PCV01D,0.1749612508081693,0.2711795279667003,-0.1749612508081693,2
P1_FCV02Z,P1_LCV01D,0.17464129502500977,0.18425583268674275,0.00961453766173298,2
P1_FCV01D,P1_FT01Z,0.17447900279471446,0.20473199648296803,0.030252993688253585,2
P1_PIT01,x1003_24_SUM_OUT,0.17413932038910096,0.308760653534889,-0.17413932038910096,2
P1_FCV03D,P1_FT01Z,0.17388531384639805,0.2786536235035798,-0.10476830965718177,2
P1_FCV01D,P2_VIBTR03,0.17377110405122453,0.28260147559784954,-0.17377110405122453,2
P1_FT01,P3_LIT01,0.17375455950609014,0.33332590409363383,-0.15957134458754368,2
P2_VIBTR04,P3_LIT01,0.17369122241733356,0.18575444554224674,0.012063223124913175,2
P1_FCV01Z,P1_FT01Z,0.1736286162320544,0.20622741131342096,0.03259879508136658,2
x1001_05_SETPOINT_OUT,x1003_24_SUM_OUT,0.17356734822110753,0.3212173690173432,0.14765002079623568,2
P1_LCV01D,P2_SCO,0.1732874290393828,0.28133947884584626,-0.10805204980646346,2
P1_LIT01,x1001_05_SETPOINT_OUT,0.17322473707502772,0.2820902912100093,0.10886555413498157,2
P1_FT02,P1_FT03,0.17251608986499883,0.27710396204543253,-0.10458787218043371,2
P1_FCV03D,P1_FT01,0.17247362514524867,0.27686497894072204,-0.10439135379547337,2
P4_ST_GOV,x1003_10_SETPOINT_OUT,0.17239821796575328,0.22193920223586672,-0.17239821796575328,2
P1_TIT03,x1001_15_ASSIGN_OUT,0.17214347361275115,0.1722560278321898,0.17214347361275115,2
P1_FT02Z,P4_ST_GOV,0.1720813704735872,0.22182903182263897,-0.1720813704735872,2
P2_SCST,P4_ST_PS,0.1718798611706676,0.3003553422849704,0.1284754811143028,2
P4_ST_PO,x1003_10_SETPOINT_OUT,0.17179946843963995,0.21757959805792992,-0.17179946843963995,2
P1_FCV02D,P1_FCV03Z,0.1716550675361863,0.27186259240472677,0.1716550675361863,2
P1_FCV02D,P2_AutoSD,0.17161183499420005,0.22173177504301342,0.17161183499420005,2
P1_FT02Z,P4_ST_PO,0.17147705641732197,0.2174844146653937,-0.17147705641732197,2
P1_FCV02Z,P2_SCO,0.17146594203207693,0.2352244029754622,0.17146594203207693,2
P1_LIT01,P1_TIT02,0.17143835011247419,0.21574138826077546,0.04430303814830128,2
P2_AutoSD,P4_ST_PT01,0.17120696563707055,0.3025003755695331,0.13129340993246252,2
P1_PP04D,P2_SCST,0.171033807539698,0.2537883994278741,0.171033807539698,2
P1_FT01Z,x1003_10_SETPOINT_OUT,0.171024324744484,0.203585553347265,0.03256122860278099,2
P1_FT01Z,P1_FT02Z,0.1707629467428901,0.20379246363391068,0.03302951689102056,2
P1_FT03Z,P1_PCV02Z,0.17070613297591855,0.21934854569299378,-0.04864241271707523,2
P1_FCV02Z,P2_AutoSD,0.17060081116424575,0.23621393673555463,0.17060081116424575,2
P1_FT02,P1_FT03Z,0.17052033610051648,0.27644793559192055,-0.10592759949140408,2
P1_FCV03Z,P1_PIT01,0.17034756268409168,0.3348928915197465,-0.1645453288356548,2
P1_FT03Z,P1_PCV01D,0.170063978041443,0.26213518007190983,-0.170063978041443,2
P1_FCV03D,P2_VIBTR01,0.16957993786236636,0.3293349593259168,-0.15975502146355042,2
P1_FCV03D,P1_TIT03,0.1695638975246364,0.26236654094947975,0.1695638975246364,2
P1_FCV03Z,P4_ST_PT01,0.16933598075031675,0.3228076022589684,-0.15347162150865162,2
P1_FCV02D,P2_SCO,0.16932867927079603,0.2215427168343812,0.16932867927079603,2
P1_LCV01Z,P1_PCV02Z,0.1689460854586703,0.2427323998962571,-0.07378631443758683,2
P1_FCV03Z,P1_FT01Z,0.16891831620668968,0.24093499024498985,-0.07201667403830019,2
P1_PCV02D,x1003_24_SUM_OUT,0.16851343239705904,0.16851343239705904,0.16851343239705904,1
P1_FCV03Z,P1_TIT02,0.16843873690021613,0.3041693990782654,0.16843873690021613,2
P1_PIT01,P2_AutoSD,0.16811030433875548,0.29479971224923185,0.12668940791047636,2
P1_FT02,x1003_18_SETPOINT_OUT,0.16751954445323616,0.274795005953699,0.10727546150046283,2
P1_FT03,P2_VIBTR02,0.16743342703132902,0.30994465530812765,-0.14251122827679863,2
P1_FT03,x1003_24_SUM_OUT,0.16729402753645578,0.31771642835125996,-0.16729402753645578,2
P1_PP04,P3_LIT01,0.16701264206493854,0.30170604862857486,0.13469340656363632,2
P1_FT03,P1_LCV01Z,0.1669353455182591,0.20779953908905704,0.1669353455182591,2
P1_FCV03Z,P1_FT01,0.1668615130653019,0.24177581594647227,-0.07491430288117037,2
P1_FCV03Z,P1_FT02,0.16680695864414297,0.24060955806834056,-0.16680695864414297,2
P1_FCV01D,P4_ST_LD,0.1665338180493139,0.19753739635356693,-0.1665338180493139,2
P1_PIT02,x1002_07_SETPOINT_OUT,0.1663894668290978,0.2766060364739801,-0.11021656964488227,2
P1_FCV02D,P1_FT01Z,0.16629574970905553,0.16798578355867194,-0.0016900338496164125,2
P1_PP04,P4_ST_TT01,0.16601853532014485,0.2384090792391052,0.07239054391896035,2
P3_LIT01,x1001_05_SETPOINT_OUT,0.16571937512123447,0.2272965056575366,-0.06157713053630213,2
P1_PP04,P1_TIT01,0.1656588878339247,0.23886132075310634,0.07320243291918163,2
P1_FCV01Z,P4_ST_LD,0.16551272435390785,0.1957029344708843,-0.16551272435390785,2
P1_LCV01D,P3_LCP01D,0.1653068800115504,0.21243621645341748,-0.1653068800115504,2
P1_FCV02D,P1_PP04D,0.16454107176748872,0.20454273386261732,0.0400016620951286,2
P1_FCV02D,P1_LCV01Z,0.1638398867333561,0.19771276050120304,-0.033872873767846964,2
P1_FT03Z,P1_LCV01Z,0.16309465954519464,0.21869108281874178,0.16309465954519464,2
P1_TIT01,P2_AutoSD,0.1629682454708996,0.23557641423747377,0.07260816876657418,2
P1_FT03,P2_VIBTR01,0.16282562067501202,0.2859373591691217,-0.16282562067501202,2
P1_FT03Z,P2_VIBTR02,0.16261260472295433,0.2966573082624485,-0.1340447035394942,2
P1_FT02,P1_PCV02D,0.16258553963417496,0.16258553963417496,0.16258553963417496,1
P4_ST_PT01,x1003_24_SUM_OUT,0.16208971626085758,0.2846197932190546,-0.16208971626085758,2
P1_FCV03D,P1_PIT01,0.162086892560019,0.3010905055119111,-0.13900361295189206,2
P1_TIT02,x1003_24_SUM_OUT,0.16201612026505924,0.20148801201400238,0.03947189174894315,2
P2_AutoSD,P4_ST_TT01,0.16175462021207843,0.23464043306721366,0.07288581285513523,2
P2_SIT01,P2_VIBTR02,0.1615446730543058,0.3125006570779868,-0.1615446730543058,2
P2_VIBTR01,x1003_24_SUM_OUT,0.161297698069348,0.2827796454277218,-0.161297698069348,2
P1_LCV01D,P3_PIT01,0.16078819838900674,0.20230580257669384,-0.16078819838900674,2
P1_FT03Z,x1003_24_SUM_OUT,0.16040532433407584,0.2967757596940795,-0.16040532433407584,2
P1_FT02,P4_ST_LD,0.16024538191466126,0.19016121853200793,-0.16024538191466126,2
P1_FT02Z,P1_PCV02Z,0.16007337050087309,0.19147739072313227,0.16007337050087309,2
P1_PCV02Z,x1003_10_SETPOINT_OUT,0.15991466810090058,0.19127680861994217,0.15991466810090058,2
P1_FCV03D,P4_ST_PT01,0.1598440125624372,0.28877940744217667,-0.12893539487973948,2
P1_FT01,P1_TIT01,0.15939495080038557,0.2477092013230073,0.08831425052262172,2
P2_SIT01,x1002_07_SETPOINT_OUT,0.15906228413304008,0.19422785685170313,0.035165572718663066,2
P1_TIT03,x1003_18_SETPOINT_OUT,0.1589156788824874,0.1698257376129476,-0.01091005873046022,2
P1_FT01,P4_ST_TT01,0.15855451338840126,0.24765639600008704,0.08910188261168579,2
P1_FCV02Z,P1_PP04D,0.15832128662326767,0.19337460394517675,0.0350533173219091,2
P2_VIBTR01,x1003_18_SETPOINT_OUT,0.15832039646364074,0.2983291845192807,-0.15832039646364074,2
P1_PP04SP,P2_AutoGO,0.15780280885812945,0.15780280885812945,0.15780280885812945,1
P1_PP04SP,P2_ATSW_Lamp,0.15780280885812945,0.15780280885812945,0.15780280885812945,1
P1_PP04SP,P2_MASW,0.15780280885812925,0.15780280885812925,-0.15780280885812925,1
P1_PP04SP,P2_MASW_Lamp,0.15780280885812925,0.15780280885812925,-0.15780280885812925,1
P1_PP04SP,P2_ManualGO,0.15780280885812925,0.15780280885812925,-0.15780280885812925,1
P2_AutoSD,P3_FIT01,0.1576281076938792,0.21545861026783353,0.1576281076938792,2
P1_FCV03Z,P1_PCV02Z,0.1574977357685811,0.27567314881907257,0.1574977357685811,2
P1_FCV03Z,x1002_08_SETPOINT_OUT,0.1574443572236871,0.277933486706055,-0.1574443572236871,2
P1_FCV02D,P1_LCV01D,0.1574434944139038,0.18350026056236704,-0.02605676614846325,2
P2_MASW,P4_ST_PS,0.15720602234667128,0.15720602234667128,-0.15720602234667128,1
P2_ManualGO,P4_ST_PS,0.15720602234667128,0.15720602234667128,-0.15720602234667128,1
P2_MASW_Lamp,P4_ST_PS,0.15720602234667128,0.15720602234667128,-0.15720602234667128,1
P2_AutoGO,P4_ST_PS,0.15720602234666875,0.15720602234666875,0.15720602234666875,1
P2_ATSW_Lamp,P4_ST_PS,0.15720602234666875,0.15720602234666875,0.15720602234666875,1
P1_FCV03D,x1002_08_SETPOINT_OUT,0.15672700296322326,0.2815090922314828,-0.15672700296322326,2
P2_SCO,x1002_07_SETPOINT_OUT,0.15659032043037732,0.2561634789866481,0.09957315855627077,2
P1_FCV01Z,P1_LCV01D,0.15643650831637207,0.2637184877647825,0.15643650831637207,2
P1_FT03,P1_PCV02Z,0.15637819333311104,0.20403633807865443,-0.047658144745543404,2
P1_FT01Z,P1_FT02,0.15622209069288084,0.2092355394994769,0.05301344880659607,2
P1_LCV01Z,P3_LCP01D,0.15591712515933506,0.19259190960509473,-0.15591712515933506,2
P1_PCV01D,P1_TIT03,0.15585593750808766,0.2588310222454253,0.10297508473733766,2
P4_ST_LD,x1003_10_SETPOINT_OUT,0.1556382962319673,0.19610550087438558,-0.1556382962319673,2
P3_LIT01,P3_PIT01,0.15554479016691194,0.21945064919607282,0.06390585902916088,2
P2_ManualSD,P4_ST_TT01,0.1554697993286078,0.1554697993286078,-0.1554697993286078,1
P4_ST_TT01,x1003_18_SETPOINT_OUT,0.15540580333727835,0.24041482218385424,0.08500901884657588,2
P1_LCV01D,P4_HT_PS,0.1551344557331524,0.2921854550530566,-0.1551344557331524,2
P1_FT02Z,P4_ST_LD,0.1550194776828079,0.1953872707966587,-0.1550194776828079,2
P2_MASW_Lamp,x1003_18_SETPOINT_OUT,0.1549938514571867,0.1549938514571867,-0.1549938514571867,1
P2_MASW,x1003_18_SETPOINT_OUT,0.1549938514571867,0.1549938514571867,-0.1549938514571867,1
P2_ManualGO,x1003_18_SETPOINT_OUT,0.1549938514571867,0.1549938514571867,-0.1549938514571867,1
P2_AutoGO,x1003_18_SETPOINT_OUT,0.15499385145718353,0.15499385145718353,0.15499385145718353,1
P2_ATSW_Lamp,x1003_18_SETPOINT_OUT,0.15499385145718353,0.15499385145718353,0.15499385145718353,1
P1_TIT01,P2_ManualSD,0.15488801070573371,0.15488801070573371,-0.15488801070573371,1
P1_LCV01D,P4_ST_GOV,0.1548390390661186,0.16957001966663268,0.1548390390661186,2
P1_LCV01Z,P4_HT_PS,0.15454920529627073,0.2997938999786911,-0.15454920529627073,2
P1_FCV01D,P1_LCV01D,0.15397614555106207,0.26266831291065573,0.15397614555106207,2
P2_VIBTR04,x1003_18_SETPOINT_OUT,0.1539250221849911,0.29650463473283006,-0.14257961254783896,2
P2_SCO,x1001_05_SETPOINT_OUT,0.15385441868811384,0.2310358818647098,-0.07718146317659597,2
P1_TIT01,x1003_18_SETPOINT_OUT,0.1536920664489393,0.2368364226514309,0.08314435620249161,2
P1_FT01,P2_ManualSD,0.1536473092968606,0.1536473092968606,-0.1536473092968606,1
P1_FCV01Z,P1_LCV01Z,0.1533487040479499,0.2657648677386911,0.1533487040479499,2
P1_LIT01,P1_PCV02Z,0.1528889624675855,0.20245746086124464,0.04956849839365915,2
P1_LIT01,P1_PIT02,0.15221110475252353,0.2272026361269682,-0.07499153137444467,2
P1_PP04SP,P1_TIT03,0.15211750200646101,0.15211750200646101,-0.15211750200646101,1
P3_LCP01D,P3_LIT01,0.15151945960043625,0.2416415820819512,0.09012212248151494,2
P1_FCV01D,P1_LCV01Z,0.15129759094450979,0.2651015930825276,0.15129759094450979,2
P1_FT02,P2_VIBTR03,0.15112644037331052,0.2755919898309286,-0.15112644037331052,2
P1_FT03Z,P2_VIBTR01,0.15088348622873915,0.26899274607399104,-0.15088348622873915,2
P1_LCV01Z,P2_AutoSD,0.1508829756864312,0.29270590076774683,-0.14182292508131564,2
P1_FT02Z,P1_PCV02D,0.15069267603268605,0.15069267603268605,0.15069267603268605,1
P1_PCV02D,x1003_10_SETPOINT_OUT,0.15067365416098072,0.15067365416098072,0.15067365416098072,1
P1_LCV01Z,P4_ST_GOV,0.15051625737850804,0.15614239471814906,0.15051625737850804,2
P2_VIBTR04,P4_ST_TT01,0.1505057023133532,0.20304303972724203,-0.05253733741388884,2
P4_ST_PS,x1001_05_SETPOINT_OUT,0.15048911668729817,0.2985406445177591,0.1480515278304609,2
P1_LCV01Z,P3_PIT01,0.15030797859586642,0.19459648398017243,-0.15030797859586642,2
P1_FCV01Z,P2_VIBTR01,0.1502658026260939,0.19825461629800636,-0.1502658026260939,2
P1_FT02,x1002_08_SETPOINT_OUT,0.15024952346992476,0.23241523867974412,-0.08216571520981936,2
P2_AutoGO,P3_LIT01,0.15007792078673082,0.15007792078673082,0.15007792078673082,1
P2_ATSW_Lamp,P3_LIT01,0.15007792078673082,0.15007792078673082,0.15007792078673082,1
P2_MASW,P3_LIT01,0.1500779207867306,0.1500779207867306,-0.1500779207867306,1
P2_ManualGO,P3_LIT01,0.1500779207867306,0.1500779207867306,-0.1500779207867306,1
P2_MASW_Lamp,P3_LIT01,0.1500779207867306,0.1500779207867306,-0.1500779207867306,1
P1_PIT02,P1_TIT02,0.14947702504807484,0.1679101809195302,0.01843315587145536,2
P1_PCV01Z,x1001_05_SETPOINT_OUT,0.14905726932031826,0.1550004302842164,-0.14905726932031826,2
P2_AutoSD,x1002_07_SETPOINT_OUT,0.14879990219386985,0.25647808382612597,0.14879990219386985,2
P2_SCST,P3_LIT01,0.14862871372823416,0.24636818514807843,0.09773947141984428,2
P1_FCV01D,P2_VIBTR01,0.1483356714466782,0.19979935892373718,-0.1483356714466782,2
P1_TIT01,P2_VIBTR04,0.14832897220163455,0.20303516710042313,-0.05470619489878859,2
P1_PCV01D,x1001_05_SETPOINT_OUT,0.14807635271767577,0.15236512999070054,-0.14807635271767577,2
P2_ATSW_Lamp,P2_SCST,0.14751809821185352,0.14751809821185352,-0.14751809821185352,1
P2_AutoGO,P2_SCST,0.14751809821185352,0.14751809821185352,-0.14751809821185352,1
P2_ManualGO,P2_SCST,0.1475180982118534,0.1475180982118534,0.1475180982118534,1
P2_MASW,P2_SCST,0.1475180982118534,0.1475180982118534,0.1475180982118534,1
P2_MASW_Lamp,P2_SCST,0.1475180982118534,0.1475180982118534,0.1475180982118534,1
P1_LCV01D,P2_AutoSD,0.14742665855935966,0.2871482985181577,-0.13972163995879805,2
P1_LCV01D,P4_HT_PO,0.1471170920046042,0.1890773090686783,0.1471170920046042,2
P1_FCV02D,P2_SIT01,0.14675596570411087,0.1832682201560322,0.14675596570411087,2
P1_FCV03Z,P2_VIBTR02,0.1461875007779924,0.28905283470382637,-0.1461875007779924,2
P1_FT01,P1_PCV02D,0.14615235529088894,0.14615235529088894,-0.14615235529088894,1
P1_LCV01D,P3_LCV01D,0.14609341193069558,0.18741686150444142,0.14609341193069558,2
P1_FCV01D,x1002_07_SETPOINT_OUT,0.14596272531064694,0.16985510019411487,0.02389237488346793,2
P1_TIT03,x1002_08_SETPOINT_OUT,0.14587688980330474,0.2857051234655047,0.14587688980330474,2
P1_PP04,P4_HT_PO,0.14551110903125825,0.25351555372646595,0.14551110903125825,2
P1_FCV01Z,x1002_07_SETPOINT_OUT,0.1455046777532562,0.16900013054711654,0.023495452793860346,2
P1_TIT01,P2_SCO,0.14547127052212283,0.2202702152030919,0.07479894468096907,2
P4_ST_TT01,x1003_24_SUM_OUT,0.14528686853980416,0.20190461818203698,0.05661774964223283,2
P1_PCV01Z,P1_TIT03,0.14513054347032367,0.23453587005341459,0.08940532658309092,2
P1_FCV03D,P1_PIT02,0.14506524088452644,0.24181414569337775,-0.0967489048088513,2
P2_SCO,P4_ST_TT01,0.14474437763983702,0.22037321768028365,0.07562884004044662,2
P1_TIT01,x1003_24_SUM_OUT,0.14468444571906014,0.20051677875659885,0.055832333037538706,2
P1_PP04,P3_LCV01D,0.14442638870948643,0.249808089555598,0.14442638870948643,2
P1_LCV01Z,P4_HT_PO,0.14439341050351778,0.18014686221092974,0.14439341050351778,2
P2_AutoSD,P2_VIBTR04,0.1442239026647322,0.15700577529499704,0.01278187263026484,2
P4_HT_PS,x1002_08_SETPOINT_OUT,0.1442177875887899,0.15829454772214907,-0.014076760133359165,2
P1_FCV03D,P2_VIBTR02,0.1441607735052495,0.2855697959596625,-0.1441607735052495,2
P1_LIT01,P1_TIT03,0.14361200708675592,0.1760001191218342,-0.03238811203507827,2
P1_LCV01Z,P3_LCV01D,0.14344461768812794,0.17748515897607314,0.14344461768812794,2
P1_FCV02Z,P2_SIT01,0.14343115432321452,0.18960286782084806,0.14343115432321452,2
P1_TIT03,P3_LCV01D,0.14322503446806453,0.18328344126662527,0.14322503446806453,2
P1_PCV02Z,P4_HT_PS,0.1430150298771353,0.18349376461628797,0.1430150298771353,2
P1_TIT03,P4_HT_PO,0.14292707331881216,0.1851639520330956,0.14292707331881216,2
P1_PIT02,P2_AutoSD,0.1428850849243164,0.22182861124659975,0.1428850849243164,2
P1_FT01,P1_TIT03,0.14284956845402305,0.1707153460045738,-0.027865777550550745,2
P2_VIBTR04,x1003_24_SUM_OUT,0.14270211642075628,0.2563681596053731,-0.11366604318461684,2
P1_FT02Z,P1_LCV01D,0.14248250475346944,0.23782822491472838,0.14248250475346944,2
P1_FCV02Z,P1_PIT02,0.1424130912198441,0.1471728961926882,0.004759804972844089,2
P1_FT02Z,P1_LCV01Z,0.14237502114671116,0.24427753253091092,0.14237502114671116,2
P1_PP04D,x1002_08_SETPOINT_OUT,0.14232307346455908,0.1829504363272476,-0.14232307346455908,2
P2_VIBTR03,x1003_10_SETPOINT_OUT,0.14199781909810683,0.26223831275587484,-0.14199781909810683,2
P1_LCV01D,x1003_10_SETPOINT_OUT,0.1419157359448181,0.23777494800775997,0.1419157359448181,2
P1_FT02Z,P2_VIBTR03,0.14183168444535268,0.2616010642950092,-0.14183168444535268,2
P1_LCV01Z,x1003_10_SETPOINT_OUT,0.141778802436614,0.24425407965615684,0.141778802436614,2
P1_PIT02,P1_PP04,0.14177232664645456,0.2266884614391948,-0.08491613479274025,2
P2_VIBTR03,x1002_07_SETPOINT_OUT,0.14172028504924034,0.25595318556017077,-0.11423290051093044,2
x1002_07_SETPOINT_OUT,x1003_18_SETPOINT_OUT,0.1417044066668633,0.16146826145025336,-0.1417044066668633,2
P1_PCV02Z,P2_VIBTR03,0.14167842502647876,0.21469512763807722,0.14167842502647876,2
P1_LIT01,P2_ManualGO,0.14131194115001214,0.14131194115001214,-0.14131194115001214,1
P1_LIT01,P2_MASW,0.14131194115001214,0.14131194115001214,-0.14131194115001214,1
P1_LIT01,P2_MASW_Lamp,0.14131194115001214,0.14131194115001214,-0.14131194115001214,1
P1_LIT01,P2_ATSW_Lamp,0.14131194115001183,0.14131194115001183,0.14131194115001183,1
P1_LIT01,P2_AutoGO,0.14131194115001183,0.14131194115001183,0.14131194115001183,1
P1_TIT03,P2_VIBTR04,0.14122024324568244,0.263557695674935,0.12233745242925254,2
P1_PP04,P3_LCP01D,0.14121291503856315,0.2392720976529705,-0.09805918261440735,2
P1_FT01Z,P1_PCV01D,0.14111730495567532,0.23347255274999212,-0.14111730495567532,2
P1_LIT01,P2_SIT01,0.14099336956555605,0.2508188865259095,0.14099336956555605,2
P1_FT01Z,P1_TIT03,0.14038571668235167,0.15917550919008966,-0.018789792507738004,2
P1_FCV03Z,P1_TIT03,0.1403506315534428,0.2028640499573881,0.1403506315534428,2
P1_TIT02,x1001_05_SETPOINT_OUT,0.1399609357342442,0.24793112617523005,-0.1399609357342442,2
P3_FIT01,P3_LIT01,0.13976384804448005,0.2023874627215249,0.06262361467704484,2
P3_LIT01,x1003_24_SUM_OUT,0.1396300533607039,0.17138343340588413,0.03175338004518025,2
P1_PCV02Z,P1_PP04,0.13955885587616648,0.22556610368137425,-0.13955885587616648,2
P2_ManualSD,x1001_15_ASSIGN_OUT,0.13904429811614047,0.13904429811614047,-0.13904429811614047,1
P1_PP04,P2_SCST,0.1384818827352875,0.23701174112680998,0.09852985839152248,2
P1_FT01Z,x1002_07_SETPOINT_OUT,0.13778819988028979,0.25117791861309435,0.13778819988028979,2
P1_PP04D,P3_LCP01D,0.1375331081067762,0.22906779960805143,-0.09153469150127524,2
x1002_07_SETPOINT_OUT,x1002_08_SETPOINT_OUT,0.13735675576018952,0.25013712430972446,0.13735675576018952,2
P1_FCV01D,P2_VT01,0.13709663324877727,0.19089315089510805,-0.13709663324877727,2
P1_FT01,P1_LCV01Z,0.13664380461863507,0.16773327393408832,0.031089469315453255,2
P1_LCV01Z,P2_ManualSD,0.1364067204507204,0.1364067204507204,-0.1364067204507204,1
P2_ManualSD,P2_VIBTR02,0.13640061314987562,0.13640061314987562,0.13640061314987562,1
P2_SIT01,x1001_05_SETPOINT_OUT,0.13617294357223123,0.22885899350296984,-0.13617294357223123,2
P1_TIT03,x1001_05_SETPOINT_OUT,0.13596701828026883,0.2281043309927591,-0.13596701828026883,2
P1_FCV01Z,P2_VT01,0.135883574326898,0.1885396098666347,-0.135883574326898,2
P1_TIT02,P2_VT01,0.13572060825615767,0.20986057909769917,0.13572060825615767,2
P1_PP04SP,P4_ST_TT01,0.1354607437091449,0.1354607437091449,-0.1354607437091449,1
P3_LIT01,P4_HT_PS,0.13537114377858644,0.21363426910144284,-0.13537114377858644,2
P1_PP04SP,P1_TIT01,0.13526541124860492,0.13526541124860492,-0.13526541124860492,1
P1_FT02,P2_VIBTR01,0.1343604430562941,0.19659778850219475,-0.1343604430562941,2
P1_FCV03Z,P1_LCV01D,0.13373291970509127,0.13521703761025128,0.13373291970509127,2
P1_FCV03D,P1_PP04SP,0.13324121664095023,0.13324121664095023,-0.13324121664095023,1
P1_PP04,P2_VIBTR02,0.13290610274648074,0.159200686124405,0.13290610274648074,2
P1_PP04D,P2_VIBTR02,0.13287481196701934,0.16716019605949042,0.13287481196701934,2
P1_LCV01Z,x1003_24_SUM_OUT,0.13285230661978575,0.14884360603807523,0.13285230661978575,2
P2_ManualSD,P2_SCST,0.13282965478319647,0.13282965478319647,0.13282965478319647,1
P1_TIT02,P4_ST_GOV,0.13224132131676708,0.1964764874809128,0.13224132131676708,2
P1_LIT01,P2_SCST,0.13189753420111572,0.259847227293231,-0.13189753420111572,2
P1_FCV01D,P1_TIT02,0.13179482267657383,0.17338832372900703,-0.0415935010524332,2
P1_FCV03Z,P1_PIT02,0.13120682700121583,0.2045920845689502,-0.07338525756773438,2
P1_PP04D,P4_HT_PO,0.1312015782545477,0.25304743870235386,0.1312015782545477,2
P1_FCV01Z,P1_TIT02,0.13072458836459544,0.17332998649241538,-0.04260539812781994,2
P1_TIT03,P3_LCP01D,0.1306741096175966,0.21203098788410718,-0.08135687826651058,2
P1_PP04D,P3_LCV01D,0.1305863706100467,0.2501577979008446,0.1305863706100467,2
P1_PCV02D,P4_ST_TT01,0.1305784583267495,0.1305784583267495,0.1305784583267495,1
P1_PCV02D,P1_TIT01,0.1305230216119568,0.1305230216119568,0.1305230216119568,1
P2_AutoSD,P3_LCP01D,0.13050106586622573,0.18121754327491163,0.13050106586622573,2
P2_VT01,x1003_24_SUM_OUT,0.13006889960983953,0.23656638931469948,-0.13006889960983953,2
P1_FCV02Z,P4_ST_GOV,0.12984460528260935,0.19955078509034427,0.12984460528260935,2
P1_FCV02D,P2_VT01,0.1297903856914715,0.1600782718111522,0.1297903856914715,2
P2_VIBTR02,P2_VIBTR04,0.12970432587917113,0.25638731626020483,0.12970432587917113,2
P1_FCV03D,P1_PCV02D,0.12962413498826453,0.12962413498826453,0.12962413498826453,1
P1_FCV01D,P4_LD,0.12921786063062493,0.15326875223667352,-0.12921786063062493,2
P1_PCV01D,P4_HT_PS,0.12900288107800537,0.1974344289665841,0.12900288107800537,2
P2_MASW_Lamp,x1003_24_SUM_OUT,0.12888821722622953,0.12888821722622953,-0.12888821722622953,1
P2_ManualGO,x1003_24_SUM_OUT,0.12888821722622953,0.12888821722622953,-0.12888821722622953,1
P2_MASW,x1003_24_SUM_OUT,0.12888821722622953,0.12888821722622953,-0.12888821722622953,1
P2_AutoGO,x1003_24_SUM_OUT,0.1288882172262264,0.1288882172262264,0.1288882172262264,1
P2_ATSW_Lamp,x1003_24_SUM_OUT,0.1288882172262264,0.1288882172262264,0.1288882172262264,1
P1_FCV02D,P4_ST_GOV,0.12844053051695337,0.1910860948520226,0.12844053051695337,2
P1_FT03,P1_LCV01D,0.1283705517670986,0.21217528497206634,0.1283705517670986,2
P1_FT03Z,P1_TIT03,0.12811456870868088,0.2231601066529801,0.09504553794429922,2
P1_FCV01Z,P4_LD,0.12807314295326036,0.1517851957562268,-0.12807314295326036,2
P2_VIBTR01,x1003_10_SETPOINT_OUT,0.12803501898149894,0.18761642017864877,-0.12803501898149894,2
P1_FT02Z,P2_VIBTR01,0.12779235630963967,0.1867169344038589,-0.12779235630963967,2
P1_FCV03Z,P1_PP04SP,0.1277478069311474,0.1277478069311474,-0.1277478069311474,1
P1_FT01,P1_PCV01D,0.12766603137285923,0.23556913398576002,-0.10790310261290079,2
P1_FT02Z,P2_VT01,0.12766328863843354,0.1925450278508536,-0.12766328863843354,2
P2_VT01,x1003_10_SETPOINT_OUT,0.12750093864485268,0.19222025946079213,-0.12750093864485268,2
P1_LCV01D,x1003_24_SUM_OUT,0.1269460195261175,0.14506487733339246,0.1269460195261175,2
P1_PIT02,P1_TIT01,0.1266882996429808,0.1535009777606855,0.026812678117704686,2
P1_PIT02,P4_ST_TT01,0.1263630901335619,0.15177455882306704,0.025411468689505154,2
P1_FT03,P1_TIT03,0.1261397300858352,0.22059500536087068,0.09445527527503547,2
P1_FT01,x1002_07_SETPOINT_OUT,0.12502389408368908,0.24926652131906074,0.12502389408368908,2
P1_FT01,P2_SIT01,0.1248264651167018,0.21338123130306896,-0.08855476618636716,2
P1_PP04SP,P3_LCV01D,0.12461006461816122,0.12461006461816122,0.12461006461816122,1
P1_FT01,x1003_18_SETPOINT_OUT,0.12455344788885114,0.1341358904637684,0.009582442574917242,2
P1_FT03,P1_PP04D,0.1244998145959678,0.16040655724647904,-0.1244998145959678,2
P1_PCV02Z,x1002_07_SETPOINT_OUT,0.12448799092960738,0.20817666513980138,-0.08368867421019399,2
P2_SCO,P2_VIBTR02,0.12411990193637182,0.1768927904093851,-0.12411990193637182,2
P1_PP04SP,P4_HT_PO,0.12346632881038254,0.12346632881038254,0.12346632881038254,1
P1_PP04,P2_AutoGO,0.12345881492499432,0.12345881492499432,-0.12345881492499432,1
P1_PP04,P2_ATSW_Lamp,0.12345881492499432,0.12345881492499432,-0.12345881492499432,1
P1_PP04,P2_ManualGO,0.1234588149249938,0.1234588149249938,0.1234588149249938,1
