,P1_FCV01D,P1_FCV01Z,P1_FCV02D,P1_FCV02Z,P1_FCV03D,P1_FCV03Z,P1_FT01,P1_FT01Z,P1_FT02,P1_FT02Z,P1_FT03,P1_FT03Z,P1_LCV01D,P1_LCV01Z,P1_LIT01,P1_PCV01D,P1_PCV01Z,P1_PCV02D,P1_PCV02Z,P1_PIT01,P1_PIT02,P1_PP04,P1_PP04D,P1_PP04SP,P1_TIT01,P1_TIT02,P1_TIT03,P2_24Vdc,P2_ATSW_Lamp,P2_AutoGO,P2_AutoSD,P2_MASW,P2_MASW_Lamp,P2_ManualGO,P2_ManualSD,P2_SCO,P2_SCST,P2_SIT01,P2_VIBTR01,P2_VIBTR02,P2_VIBTR03,P2_VIBTR04,P2_VT01,P3_FIT01,P3_LCP01D,P3_LCV01D,P3_LIT01,P3_PIT01,P4_HT_FD,P4_HT_PO,P4_HT_PS,P4_LD,P4_ST_FD,P4_ST_GOV,P4_ST_LD,P4_ST_PO,P4_ST_PS,P4_ST_PT01,P4_ST_TT01,x1001_05_SETPOINT_OUT,x1001_15_ASSIGN_OUT,x1002_07_SETPOINT_OUT,x1002_08_SETPOINT_OUT,x1003_10_SETPOINT_OUT,x1003_18_SETPOINT_OUT,x1003_24_SUM_OUT
P1_PIT02,-0.12104702397113858,-0.11902035947075253,-0.3850238651367297,-0.4947662542495737,0.002940531351192514,0.0027934388376709422,-0.00469111181100851,-0.004672956209756701,-0.15654448961390247,0.05840777787244692,0.0028646314275309268,0.0008107890075193686,-0.0015099404005698642,-0.002563890133937011,0.012543717759339103,0.02223649007636817,0.02311127490909671,0.021896459043105367,-0.024705655137566174,0.010396031132872949,1.0,0.058078245131214616,0.06784897545994106,-0.005274487961889608,-0.1796134804891729,-0.4222293822668536,-0.19207277050295,-0.011280224191439115,-0.02020775075008776,-0.02020775075008776,0.03579924626018056,0.020207750750088092,0.020207750750088092,0.020207750750088092,0.018317912589469635,-0.011125720149579566,-0.012489573622478519,-0.00941469788688633,-0.024811066760739055,-0.030145736009231823,-0.02183088471801456,-0.03581837159684405,-0.039995598019119644,0.006098105858097703,0.0005235699067352304,0.0007020411963658931,0.007844398581619533,-0.003973142257867044,-0.00035089734747647503,0.0005513797026287914,-0.03376875250750905,-0.0005943952378411043,-0.00823762546362844,0.00034590461818491446,-0.0027357605231925473,-0.0018476587845509406,0.023354716556899677,0.008531735850119711,-0.18016266102832432,0.010476986554948008,0.0039746971393161655,0.014086708850919403,0.0007370577146325164,0.05886200318576067,-0.10527887780529833,-0.0989115283853223
P1_PP04,-0.30894837812938375,-0.3155171799487602,0.19406288031378777,0.2030502528719556,-0.003911861695684411,-0.001795399157193518,-0.00552486349793766,-0.006412545922644494,-0.3097037682615249,-0.3027033731377468,0.005315326562507679,0.00566154179718951,0.01580389616150206,0.016660978492824344,-0.007197663317759564,-0.005323088344465171,-0.008571643833198682,-0.01330675641566076,0.041381349057901994,-0.010787253485060743,0.058078245131214616,1.0,0.9402725312486392,-0.036253819708723024,-0.37053413118944833,0.04683421036984386,0.457722928736957,-0.02311515994943853,0.006692993531322178,0.006692993531322178,-0.010648375887967455,-0.006692993531322411,-0.006692993531322411,-0.006692993531322411,-0.011460343085024072,0.0042516871520171355,-0.005052175034466603,-0.003556151174440034,-0.02999567577613563,-0.02089306432734567,-0.024595799729717996,-0.010245076000595824,0.0020327003755159076,0.011864793710722745,0.011428011951966452,-0.01020034954908715,-0.03594022976332387,0.011993833962172278,-0.013724466785047665,-0.01038516125565625,-0.0103704428660165,-0.0024420323403993274,0.009764714765635061,0.007116317524149999,0.0034884654927292897,0.0017514283785995506,-0.02537799120567395,-0.012407847840219208,-0.3684397594591727,-0.0181633113208175,-0.0004981281183461508,-0.0037976569508685843,0.005442813897662802,-0.30395666506501295,0.15131763333967058,0.14458711600645946
P1_PP04D,-0.17723715382071023,-0.18339684893222843,0.08071823849547119,0.08558889073697676,-0.007444667661168605,-0.0046766224430985414,-0.009353397078000574,-0.01017642980487798,-0.1777359264280615,-0.16736267950948927,-0.0012894949539500316,-0.000705096818004821,0.021580471177807436,0.022479842988444926,-0.00908513695119095,-0.006590603416396936,-0.009835172043822733,-0.0002316816795454908,0.04101639009342573,-0.021823087114693523,0.06784897545994106,0.9402725312486392,1.0,-0.03030463420914176,-0.4371574279399994,-0.06921246645497547,0.3119552390709277,-0.017083160382003502,0.0028536577040681886,0.0028536577040681886,-0.0067267011328410896,-0.002853657704068421,-0.002853657704068421,-0.002853657704068421,-0.010918072432340446,0.001169185017821858,0.004460546060131893,-0.0036570362261281624,-0.01920253007531047,-0.01571737403552914,-0.02147215385571961,-0.0008521486766558195,0.0018158181757961403,0.015510461176282702,0.020925086627061388,-0.016158226770082187,-0.023660325325638887,0.019696325463862335,-0.017118307301633124,-0.01647079485396595,-0.014225026671924509,-0.011021105028152097,0.00790049846924689,-0.003103693072616699,-0.006117311451043015,-0.009649766970602033,-0.027208215734047986,-0.024375934131251727,-0.43542068379305493,-0.019734024590101276,-0.010639205760664532,-0.0057060690711873635,-0.0011562873005374792,-0.16860077008200375,0.13671600762958994,0.1274444699303715
P1_PP04SP,0.019544875068215603,0.019963403604000198,-0.014960207095998742,-0.015558134478096093,-0.25644935643036465,-0.2555475936399499,-0.12557142076604513,-0.12595223699331604,0.02274276575353779,0.02102649978829831,-0.2135951090983153,-0.20289828375200464,-0.1125053834700347,-0.11294190236950546,0.07772450627370923,-0.12605997151638018,-0.1290387475978601,0.004561370364730099,-0.2598291115239444,0.03065243975192463,-0.005274487961889608,-0.036253819708723024,-0.03030463420914176,1.0,0.2066468384276805,0.019360641178271396,0.2104795921993715,0.038757130203711215,-0.13262594906983277,-0.13262594906983277,0.1746242908753764,0.13262594906983213,0.13262594906983213,0.13262594906983213,-0.29474694896402953,-0.10851565448779617,-0.04315780734595455,-0.1772676276641149,-0.1868081962782549,0.14043927537305925,-0.34779188618784995,0.3351298456064318,-0.051073436673683435,-0.003795761501681793,-0.00658958389934972,0.003494967227568534,-0.0224583315461156,-0.0016642728766673841,0.015392792987204446,0.002796981768492314,0.16181832162842133,0.00279378666657302,0.0004705288073485436,-0.004022544967986479,-0.0003843317567864346,-0.0005397076466730447,-0.04925143461869274,0.02478779997322391,0.20630022997563466,0.08632668033109094,0.02995091655689513,0.07946693432616517,-0.20475143346742616,0.021376200534821893,0.35704305472756975,0.3341337330798243
P1_TIT01,-0.21874770364879922,-0.21330247226716947,0.3237154465292431,0.33864743473736436,-0.10618234564115048,-0.1069709035628378,-0.014145110975370483,-0.014821887430595218,-0.22005577578553204,-0.2718042869718848,-0.09723320786790415,-0.09151837928454817,-0.06488928578778945,-0.06848304169669378,-0.002640547807241762,-0.08378145865793286,-0.08536938069321202,-0.010985236704864886,0.019755953582130198,0.015985563697249745,-0.1796134804891729,-0.37053413118944833,-0.4371574279399994,0.2066468384276805,1.0,0.5225704644644581,0.4857182919424453,0.05970595770524539,-0.020146785449833803,-0.020146785449833803,-0.030954833477181417,0.02014678544983299,0.02014678544983299,0.02014678544983299,-0.09654581567243145,-0.03158081787005261,-0.016232636790471863,-0.054149660466035046,0.03476065219497636,0.1363570644306201,-0.002580644952407613,0.1843820949573558,0.09151927420233973,-0.015068389045594606,-0.016982944641517308,0.01215882996253496,-0.0732794389280465,-0.0005261565295044864,0.004405955002865572,0.011712669323362412,0.06150162400602517,0.025933219220303234,-0.002003549496958714,0.019967392226688294,0.03172699098923197,0.033384801011135376,-0.09284074080559944,0.014674991214691901,0.9996599958984538,0.02114381311751539,0.026770568409100748,0.0009379223633392552,-0.09070144784053515,-0.27050639764919193,0.41851386853971945,0.39989691660543114
P1_TIT02,-0.6879180974504995,-0.6871764721901004,0.8101447424166791,0.872763625078767,0.01847124558821703,0.016664248327805935,0.015933810963183394,0.015475287507440049,-0.6852879695148401,-0.7963405323338724,0.007901946776866672,0.006210481410007095,-0.023186164811973938,-0.024840544788397378,-0.010537991761590093,-0.036027614542830266,-0.036273169950068206,-0.012020468666345012,-0.03429545610818254,0.012674039075907723,-0.4222293822668536,0.04683421036984386,-0.06921246645497547,0.019360641178271396,0.5225704644644581,1.0,0.7633798453451727,-0.051028748107242325,0.008023869358754829,0.008023869358754829,0.007260290736935413,-0.008023869358754595,-0.008023869358754595,-0.008023869358754595,-0.0008821724167068116,0.009722920603359077,-0.05589394239970643,-0.004691748803150825,-0.08214315546206524,-0.07607958132567193,-0.03851549670509206,-0.07647970899377629,-0.05050586051966633,-0.006585042628003527,-0.014509933155433944,0.009559603411812341,-0.012866891857928222,-0.015442768898209744,0.0036504306213320696,0.009168800692863417,0.019005468647059813,0.01728435194808126,0.00483354699467218,0.01475307284377293,0.02061006590023709,0.02197390195950089,0.03396865797633258,0.017812672831231207,0.524364430763488,6.969788874665046e-06,0.013783696499110095,-0.011142328512214576,0.00924360369695104,-0.7957919282055004,-0.12294155192570112,-0.11052093994433308
P1_TIT03,-0.7248037814985739,-0.7264024783811216,0.699887364661618,0.748403907080253,-0.0615855293619824,-0.06100483795093328,-0.010589502186216937,-0.011199313552554923,-0.7143904569915621,-0.7734745933861782,-0.040417504335313006,-0.037724847493949235,-0.04350857564535875,-0.04438949903587919,0.012568656392525345,-0.06920989899935871,-0.07193052212399682,-0.01530467356300064,-0.026018137401034345,0.015484827476228516,-0.19207277050295,0.457722928736957,0.3119552390709277,0.2104795921993715,0.4857182919424453,0.7633798453451727,1.0,-0.01565430135598229,-0.015807755455002157,-0.015807755455002157,0.007752581530227056,0.015807755455001783,0.015807755455001783,0.015807755455001783,-0.08832091654551398,-0.016526036671827452,-0.057090230965986755,-0.05087896240306533,-0.08335703396556852,0.016716657532303704,-0.0915288893647573,0.06660738179271247,0.0005709431963936843,-0.0073959897913569725,-0.011137742126904578,0.003809360491552506,-0.06588999062314581,-0.004886292977538536,-0.0005765357790775307,0.003245524175657353,0.049308848352070056,0.01650440514044805,0.005009348830478861,0.017263438891671777,0.023146183404538962,0.023906186554493215,-0.04546780654454456,0.01646211770209581,0.48795349658456877,0.015381133569382527,0.022045526327359958,0.014448432273703063,-0.036552075013113174,-0.7734330487656782,0.23807645800378063,0.22948973800620467
P2_24Vdc,0.0985812988951521,0.09826921216431171,-0.06420221958683808,-0.06821819175630521,-0.04997973537551119,-0.04748207381091503,-0.011122160508903661,-0.011186353400565818,0.08985023428495195,0.08788828094275883,-0.021384914300439192,-0.020751978614857794,-0.016775717296702537,-0.01599011574040537,0.03435434929871127,-0.018367547527736176,-0.017759648772067226,-0.011970554597670945,0.052863679179392324,0.01660624358354119,-0.011280224191439115,-0.02311515994943853,-0.017083160382003502,0.038757130203711215,0.05970595770524539,-0.051028748107242325,-0.01565430135598229,1.0,-0.018019762000336573,-0.018019762000336573,-0.0056913944129210435,0.018019762000336018,0.018019762000336018,0.018019762000336018,-0.018025656854639055,-0.01910303325163654,0.04925802642945783,-0.030814810516229477,0.03353384326511373,0.11139887685732547,-0.02226430717777791,0.14319887851788418,0.07283650803443868,-0.009219511181722678,-0.005444459418260151,0.005792274226339422,0.006180827621669621,-0.00649703603954274,0.003892199858537919,0.005324885676313674,-0.008517639826465239,0.005871800960250091,0.0005483383979604196,0.002307210009211943,0.0026357357406861714,0.003489451912360408,-0.08861181318173175,0.011405713130705923,0.05896994174093205,0.035059186013868586,0.016385713679309567,0.0345357805155146,-0.022848449873795543,0.08795451391982707,0.1382618403064096,0.1308599946185042
P2_ATSW_Lamp,-0.006981620832014283,-0.0076364236634025645,0.017727258238249007,0.020093656346693564,-0.014810894743102892,-0.01285734268134154,-0.012027646278099546,-0.013044424574944752,-0.007893962454357032,-0.012199478013448494,-0.03783125237685469,-0.04477172674751832,-0.0014781924446453387,-0.0023838971339941893,-0.03668030361217751,-0.005139773298029584,-0.005409495087757496,-0.00012003866223953905,-0.09530625236708491,-0.021303449815375033,-0.02020775075008776,0.006692993531322178,0.0028536577040681886,-0.13262594906983277,-0.020146785449833803,0.008023869358754829,-0.015807755455002157,-0.018019762000336573,1.0,1.0,-0.10337051374517665,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-0.12453859529499021,0.9668983001832336,-0.04202324060756032,0.9377174393445419,0.039139315724908766,-0.06959802783897966,0.08874308587594318,-0.1149597094923575,0.014528168187160214,0.00454397965963718,0.009407112179050795,-0.0066550743621080575,-0.004191692514932324,0.0049735972948991725,-0.004121829438003833,-0.0072027134970860844,0.05517626745491586,0.0009119254995627313,0.010680307188934748,0.005262044048705894,0.006253074763203732,0.004256285090198705,0.019316058134534988,-0.018504474204884026,-0.019897417181065597,-0.047241262249962314,-0.014095120812124863,-0.03492678020330085,-0.04580939654165164,-0.011888938727364108,-0.047153053025890866,-0.04268352732618342
P2_AutoGO,-0.006981620832014283,-0.0076364236634025645,0.017727258238249007,0.020093656346693564,-0.014810894743102892,-0.01285734268134154,-0.012027646278099546,-0.013044424574944752,-0.007893962454357032,-0.012199478013448494,-0.03783125237685469,-0.04477172674751832,-0.0014781924446453387,-0.0023838971339941893,-0.03668030361217751,-0.005139773298029584,-0.005409495087757496,-0.00012003866223953905,-0.09530625236708491,-0.021303449815375033,-0.02020775075008776,0.006692993531322178,0.0028536577040681886,-0.13262594906983277,-0.020146785449833803,0.008023869358754829,-0.015807755455002157,-0.018019762000336573,1.0,1.0,-0.10337051374517665,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-0.12453859529499021,0.9668983001832336,-0.04202324060756032,0.9377174393445419,0.039139315724908766,-0.06959802783897966,0.08874308587594318,-0.1149597094923575,0.014528168187160214,0.00454397965963718,0.009407112179050795,-0.0066550743621080575,-0.004191692514932324,0.0049735972948991725,-0.004121829438003833,-0.0072027134970860844,0.05517626745491586,0.0009119254995627313,0.010680307188934748,0.005262044048705894,0.006253074763203732,0.004256285090198705,0.019316058134534988,-0.018504474204884026,-0.019897417181065597,-0.047241262249962314,-0.014095120812124863,-0.03492678020330085,-0.04580939654165164,-0.011888938727364108,-0.047153053025890866,-0.04268352732618342
P2_AutoSD,-0.05297065875738832,-0.052548778769289185,0.0193915411343909,0.01844213722703948,-0.024631773417089126,-0.025479185204688466,0.013774674603432839,0.014644778027023823,-0.04722210640176302,-0.03936921297857319,0.011716054941847546,0.015323161374283098,0.0245462894680642,0.026839112436746183,0.1096724615652144,-0.023988924680275962,-0.02373451493677825,0.007813822836977085,-0.0227061778794263,-0.025178221466729146,0.03579924626018056,-0.010648375887967455,-0.0067267011328410896,0.1746242908753764,-0.030954833477181417,0.007260290736935413,0.007752581530227056,-0.0056913944129210435,-0.10337051374517665,-0.10337051374517665,1.0,0.10337051374517725,0.10337051374517725,0.10337051374517725,0.03346719537952166,0.11223428550605179,0.08899159293646722,0.10676041650694844,-0.020018242445615307,-0.00020316568330552625,-0.04207339308372593,-0.003204648636222029,-0.0095280273365135,0.010178417084141966,0.0017362569182833765,-0.0005198261339981435,0.03686021549052571,-0.013964092690448415,-0.0003328934794836068,-0.0005177171971135636,0.06213808478929007,-0.007129928112452524,0.010592511213373852,-0.009188856081072875,-0.012784394500241733,-0.010087587835176503,0.18494870894916438,-0.022186080911378334,-0.031107579414713787,-0.04186323245330236,-0.023875957967319422,0.11067548739917026,0.016046388839936483,-0.039657161808348926,-0.04644973903961785,-0.04637584251852211
P2_MASW,0.006981620832013516,0.007636423663401871,-0.017727258238248625,-0.020093656346693245,0.014810894743103155,0.012857342681341801,0.012027646278099895,0.013044424574945123,0.007893962454356324,0.012199478013447757,0.037831252376855244,0.0447717267475188,0.001478192444645701,0.0023838971339945293,0.036680303612178236,0.005139773298029838,0.0054094950877578265,0.00012003866223963552,0.09530625236708555,0.02130344981537499,0.020207750750088092,-0.006692993531322411,-0.002853657704068421,0.13262594906983213,0.02014678544983299,-0.008023869358754595,0.015807755455001783,0.018019762000336018,-1.0000000000000007,-1.0000000000000007,0.10337051374517725,1.0,1.0,1.0,0.12453859529499152,-0.9668983001832333,0.04202324060756087,-0.937717439344541,-0.03913931572490946,0.06959802783897907,-0.08874308587594375,0.11495970949235694,-0.014528168187161163,-0.004543979659637182,-0.009407112179050782,0.006655074362108024,0.004191692514932683,-0.004973597294899189,0.004121829438003798,0.007202713497086094,-0.05517626745491582,-0.0009119254995627268,-0.010680307188934788,-0.005262044048705877,-0.006253074763203774,-0.004256285090198697,-0.019316058134533763,0.018504474204883773,0.01989741718106476,0.047241262249962,0.014095120812124797,0.0349267802033014,0.04580939654165203,0.01188893872736354,0.047153053025889,0.04268352732618191
P2_MASW_Lamp,0.006981620832013516,0.007636423663401871,-0.017727258238248625,-0.020093656346693245,0.014810894743103155,0.012857342681341801,0.012027646278099895,0.013044424574945123,0.007893962454356324,0.012199478013447757,0.037831252376855244,0.0447717267475188,0.001478192444645701,0.0023838971339945293,0.036680303612178236,0.005139773298029838,0.0054094950877578265,0.00012003866223963552,0.09530625236708555,0.02130344981537499,0.020207750750088092,-0.006692993531322411,-0.002853657704068421,0.13262594906983213,0.02014678544983299,-0.008023869358754595,0.015807755455001783,0.018019762000336018,-1.0000000000000007,-1.0000000000000007,0.10337051374517725,1.0,1.0,1.0,0.12453859529499152,-0.9668983001832333,0.04202324060756087,-0.937717439344541,-0.03913931572490946,0.06959802783897907,-0.08874308587594375,0.11495970949235694,-0.014528168187161163,-0.004543979659637182,-0.009407112179050782,0.006655074362108024,0.004191692514932683,-0.004973597294899189,0.004121829438003798,0.007202713497086094,-0.05517626745491582,-0.0009119254995627268,-0.010680307188934788,-0.005262044048705877,-0.006253074763203774,-0.004256285090198697,-0.019316058134533763,0.018504474204883773,0.01989741718106476,0.047241262249962,0.014095120812124797,0.0349267802033014,0.04580939654165203,0.01188893872736354,0.047153053025889,0.04268352732618191
P2_ManualGO,0.006981620832013516,0.007636423663401871,-0.017727258238248625,-0.020093656346693245,0.014810894743103155,0.012857342681341801,0.012027646278099895,0.013044424574945123,0.007893962454356324,0.012199478013447757,0.037831252376855244,0.0447717267475188,0.001478192444645701,0.0023838971339945293,0.036680303612178236,0.005139773298029838,0.0054094950877578265,0.00012003866223963552,0.09530625236708555,0.02130344981537499,0.020207750750088092,-0.006692993531322411,-0.002853657704068421,0.13262594906983213,0.02014678544983299,-0.008023869358754595,0.015807755455001783,0.018019762000336018,-1.0000000000000007,-1.0000000000000007,0.10337051374517725,1.0,1.0,1.0,0.12453859529499152,-0.9668983001832333,0.04202324060756087,-0.937717439344541,-0.03913931572490946,0.06959802783897907,-0.08874308587594375,0.11495970949235694,-0.014528168187161163,-0.004543979659637182,-0.009407112179050782,0.006655074362108024,0.004191692514932683,-0.004973597294899189,0.004121829438003798,0.007202713497086094,-0.05517626745491582,-0.0009119254995627268,-0.010680307188934788,-0.005262044048705877,-0.006253074763203774,-0.004256285090198697,-0.019316058134533763,0.018504474204883773,0.01989741718106476,0.047241262249962,0.014095120812124797,0.0349267802033014,0.04580939654165203,0.01188893872736354,0.047153053025889,0.04268352732618191
P2_ManualSD,-0.034003144744727494,-0.03365028053822863,0.015834596848933954,0.010964742606616257,0.029268245750853353,0.028334536422720772,0.001907980277514809,0.0022271181698798916,-0.02878340189456704,-0.0250432428839359,-0.009268149972203576,-0.02023565870547816,0.03676688543260704,0.03731396525104994,-0.008374951770572828,-0.015897122141952387,-0.013558189394220162,-0.00876003190634076,0.20717111111700845,-0.06540847237746929,0.018317912589469635,-0.011460343085024072,-0.010918072432340446,-0.29474694896402953,-0.09654581567243145,-0.0008821724167068116,-0.08832091654551398,-0.018025656854639055,-0.12453859529499021,-0.12453859529499021,0.03346719537952166,0.12453859529499152,0.12453859529499152,0.12453859529499152,1.0,-0.11190524384194814,0.11263045861118565,-0.05622075431995386,0.05336582095828818,-0.12009209719368144,0.12608579229049344,-0.23766628954179247,-0.003299867438408376,0.008843709780533598,0.013208964082665432,-0.02048921516554468,0.051136748115814465,0.003221795372926075,-0.009679250857113008,-0.019319200261796527,0.11726376673203917,-0.021930915861218068,-0.01166859718392407,-0.011261721638497072,-0.016290719575713805,-0.014124919684627193,-0.11895185070336926,-0.06198756860154631,-0.09649023866595856,-0.1659233219002443,-0.07466984858105706,-0.009868794748759308,-0.021270486776700022,-0.025152758933811626,-0.19259417487263683,-0.18445040657762998
P2_SCO,-0.022636801516804847,-0.0231566106554544,0.023377608778619923,0.025930340215012972,-0.010036307573146965,-0.008449075105265873,0.0024536756734372333,0.0015783129074249719,-0.021238947772286982,-0.023486730442989986,-0.01306142925565718,-0.0204042650092886,0.016035998388030714,0.015169482076839484,-0.005258264425875256,-0.007651164800123201,-0.008067376411915881,0.00011793208228867759,-0.1062085746288421,-0.03234211739563928,-0.011125720149579566,0.0042516871520171355,0.001169185017821858,-0.10851565448779617,-0.03158081787005261,0.009722920603359077,-0.016526036671827452,-0.01910303325163654,0.9668983001832336,0.9668983001832336,0.11223428550605179,-0.9668983001832333,-0.9668983001832333,-0.9668983001832333,-0.11190524384194814,1.0,-0.011257278856409281,0.97259285001624,0.0431591984783669,-0.0717650446463265,0.09195483911291676,-0.12813791437484418,0.016490686804054643,0.007981171756397542,0.01213813963064243,-0.007773998635752321,0.006214964226213518,0.004342676658327333,-0.005109853728790036,-0.008208945362622693,0.0688316150284071,-0.003504214093210261,0.01440811596237237,-0.0010603718967260162,-0.0001392574224380478,-0.00241491878054718,0.05631559638729105,-0.028962632091861028,-0.03143774712134319,-0.05777354643482285,-0.02386214040739628,-0.0026785026695960133,-0.02087922631495054,-0.02324963588810535,-0.06963042017553105,-0.06584298516189795
P2_SCST,0.11243687458257472,0.1132306148110142,-0.07552431765250053,-0.08576559030729254,0.018974723095568836,0.016705376423124727,-0.01659903509635164,-0.01596215718267727,0.10190039536283851,0.10111803089896584,0.09196235029624156,0.09774632245970227,0.082670227503422,0.07070085144064966,0.09080042728282396,-0.17817172280144056,-0.16982135212370567,0.012693369859506183,0.19760169189572033,-0.12689915813063998,-0.012489573622478519,-0.005052175034466603,0.004460546060131893,-0.04315780734595455,-0.016232636790471863,-0.05589394239970643,-0.057090230965986755,0.04925802642945783,-0.04202324060756032,-0.04202324060756032,0.08899159293646722,0.04202324060756087,0.04202324060756087,0.04202324060756087,0.11263045861118565,-0.011257278856409281,1.0,0.1104932429802092,0.051372935118047386,0.15932791213902248,-0.0390203532314055,0.1804045989497872,0.11147217088862464,0.28673104773494473,0.36184841752520674,-0.1312915528879881,0.01079110289973576,0.37604096804035847,-0.060149523495013256,-0.13244234919326184,-0.04448794527771491,-0.1571547582453914,-0.006953173404485202,-0.18574592963718248,-0.15593796080406486,-0.1876094530301979,0.060383196275784284,-0.12619860491314328,-0.01721139815772119,-0.030980553159112818,-0.1870950216859432,0.1089396306097305,0.1051168548017158,0.10080736785342805,0.06407176589757031,-0.002393668904329048
P2_SIT01,-0.003351487972985381,-0.003686674104172276,0.007221051562232625,0.007652753028468469,0.02571993505186988,0.026524652920442076,0.004698101890876427,0.0038053262298564147,-0.00242257682907372,-0.0037778630544627327,0.009261876368845677,0.0012043567621336396,0.04413934597961732,0.0404882152019743,-0.02485654404884246,-0.028782187180303728,-0.027154286088618588,-0.0008439280421993195,-0.1239396747870761,-0.07221299113683224,-0.00941469788688633,-0.003556151174440034,-0.0036570362261281624,-0.1772676276641149,-0.054149660466035046,-0.004691748803150825,-0.05087896240306533,-0.030814810516229477,0.9377174393445419,0.9377174393445419,0.10676041650694844,-0.937717439344541,-0.937717439344541,-0.937717439344541,-0.05622075431995386,0.97259285001624,0.1104932429802092,1.0,0.10900123755140416,-0.09424295668748298,0.2072068320578611,-0.19429094464235677,0.03423912299557122,0.06211556756165004,0.08320066597419173,-0.030848365002708916,0.014270071849089917,0.07870593046970607,-0.015100215737216231,-0.031454837853252815,0.0807638714397739,-0.03538684505972012,0.008626483318254443,-0.04114051060253077,-0.03375725148727783,-0.043563407334428504,0.08819271580410808,-0.06558500114598588,-0.054157040093881906,-0.0908598549376926,-0.07498458176676413,-0.019031583287320145,0.002333195540259856,-0.0036059511353794768,-0.09596677144854851,-0.1042446850543831
P2_VIBTR01,0.16007536665335934,0.15975342253278513,-0.11058908299518902,-0.10937894913200197,0.05226299513552371,0.05032762676087824,0.016205047778305722,0.016161934049737023,0.14859979759178618,0.14363674976509422,0.03033340797417975,0.02523238477929748,0.04061181549320966,0.038770834278289056,-0.03732996427732467,-0.006042675346236272,-0.0072951733190811125,-0.016903693271600427,-0.058041270695981695,-0.05444673816693177,-0.024811066760739055,-0.02999567577613563,-0.01920253007531047,-0.1868081962782549,0.03476065219497636,-0.08214315546206524,-0.08335703396556852,0.03353384326511373,0.039139315724908766,0.039139315724908766,-0.020018242445615307,-0.03913931572490946,-0.03913931572490946,-0.03913931572490946,0.05336582095828818,0.0431591984783669,0.051372935118047386,0.10900123755140416,1.0,0.07094943007919527,0.7565142497197349,0.10351815029480683,-0.0028849760268535364,0.01251404753190732,0.019951010210192802,0.011323416543631807,0.009066293338382004,0.024562284181724667,-0.0019296941142196062,0.010877857973096471,0.04603084527456133,4.8301112560791265e-05,-0.0008649112689373665,-0.016489454091820763,-0.010269007287783615,-0.017629838643003423,-0.0300581459923079,-0.05049882319323746,0.03413855980593157,-0.07799035405449999,-0.04717226005622397,-0.03399381371976133,0.028056817931475755,0.14381847408817075,0.12004417798594072,0.10671631603337438
P2_VIBTR02,0.17545836110954993,0.17588043156981692,-0.11300168261817517,-0.11298282987256093,-0.10024527134878958,-0.09938713630785125,-0.025262360329813036,-0.024449944559258373,0.15876633242546315,0.1517737915764872,-0.0341758845487227,-0.029107396922033967,-0.03512283364933635,-0.034474312282358525,0.07901473897100555,-0.04654807905036047,-0.04818227070749058,-0.007086807129390331,0.14965149369719136,0.031096593668709902,-0.030145736009231823,-0.02089306432734567,-0.01571737403552914,0.14043927537305925,0.1363570644306201,-0.07607958132567193,0.016716657532303704,0.11139887685732547,-0.06959802783897966,-0.06959802783897966,-0.00020316568330552625,0.06959802783897907,0.06959802783897907,0.06959802783897907,-0.12009209719368144,-0.0717650446463265,0.15932791213902248,-0.09424295668748298,0.07094943007919527,1.0,-0.34796351023701466,0.726680460495923,0.6841720503309585,0.023597645569072137,0.03505398472034396,-0.013482530731650488,-0.0066981010334821916,0.04582788675228244,-0.014350657892153871,-0.01382094028824778,-0.06710156944953818,-0.01099771380262694,0.003423356028681376,-0.013231797821149117,-0.00844008299479271,-0.01044118330534026,-0.14516376139395173,0.02348374515669465,0.13500649245779345,0.11120222440902973,0.03126685083447392,0.08106769852538669,-0.029436047197012413,0.15162975051443467,0.299891956612245,0.2773441744800168
P2_VIBTR03,0.0932621693355501,0.0932049839157127,-0.05713566703083625,-0.05823573981616092,0.1466058880714205,0.14392148135159616,0.042754619079259204,0.042670731271839235,0.0889558697108413,0.08425623175914985,0.06255268668448347,0.05167424900900856,0.0777558134341634,0.07567077741479537,-0.1201162582292868,0.03091757785216941,0.03164949756224268,-0.014181584873475494,-0.2085429883325128,-0.09392457138691054,-0.02183088471801456,-0.024595799729717996,-0.02147215385571961,-0.34779188618784995,-0.002580644952407613,-0.03851549670509206,-0.0915288893647573,-0.02226430717777791,0.08874308587594318,0.08874308587594318,-0.04207339308372593,-0.08874308587594375,-0.08874308587594375,-0.08874308587594375,0.12608579229049344,0.09195483911291676,-0.0390203532314055,0.2072068320578611,0.7565142497197349,-0.34796351023701466,1.0,-0.4586133779758401,-0.2015452819479194,0.017940768415959443,0.023807046363644137,0.007180181518716382,0.014777248030401268,0.018561456204786695,-0.008687839134001446,0.006740388682051168,0.12570704773068955,-0.005361084358268539,-0.0011709752496731865,-0.01805304327978441,-0.013074934016265997,-0.020664484599988008,0.05280249110011805,-0.08232620602281039,-0.002732554751331887,-0.18036487621295128,-0.08872483386237466,-0.11805358439729828,0.05463308377360486,0.08432620183903906,-0.00039372048432554193,-0.006911268240008565
