group,source_file,series_id,sample_index_0based,PC1,PC2
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15194,-4.630448656767806,0.21123169524851607
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15200,-4.629999827317457,0.21321622533755732
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15230,-4.627769280959777,0.2230787385001004
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15238,-4.627178177933965,0.22569234092643517
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15250,-4.626294449642396,0.22959980596418572
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15253,-4.626074115185983,0.23057402982151917
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15266,-4.625121805427427,0.23478473250260684
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15295,-4.623012265798357,0.24411220614465
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15311,-4.6527548947735395,0.3404929290920078
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15315,-4.65857929598414,0.39814905590417826
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15360,-4.696651389699367,0.683061846424028
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15375,-4.6986796536952715,0.6740937385486414
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15383,-4.699745056934584,0.6693829853132506
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15390,-4.7006680217368535,0.6653020333619014
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15397,-4.701582331427659,0.661259350577401
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15416,-4.704021589662345,0.6504740035866972
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15425,-4.705155656799433,0.6454596482345958
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15447,-4.70787097193516,0.6334536967894052
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15499,-4.61795485756872,0.21871240922927715
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15515,-4.6166916231655,0.22429788647625207
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15548,-4.614107453605168,0.23572396879696264
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15576,-4.611937080892683,0.2453204200748379
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15623,-4.60833935634183,0.2612280050554519
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15636,-4.607354074720823,0.26558449507976506
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15658,-4.605696414438135,0.2729139533090131
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15666,-4.605096738728951,0.2755654604407648
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15667,-4.605021810174827,0.27589676216367565
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15668,-4.6049470464822795,0.2762273349398385
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15677,-4.6042746678179,0.27920030315671546
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15680,-4.604051036173079,0.2801891057579254
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15681,-4.603976519770204,0.28051858512590877
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15741,-4.59955136638254,0.30008470325738734
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15752,-4.59874965559585,0.303629522292001
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15769,-4.597516425587137,0.3090823330580742
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15772,-4.597299553175308,0.31004124924866766
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15779,-4.596794341842109,0.3122750756860267
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15806,-4.725236723922779,0.6600273114210126
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15824,-4.727747366236218,0.6489263348475108
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15850,-4.731272964842008,0.6333376596622893
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15851,-4.731406171157455,0.632748678834829
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15865,-4.733252348051665,0.6245856815239517
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15874,-4.734421200504287,0.6194175205218813
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15877,-4.734807713138603,0.6177085284938614
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15880,-4.735192659609503,0.6160064613644062
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15884,-4.729925244475818,0.5101417501494926
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15891,-4.722663406959315,0.39220688758255956
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15906,-4.647246861190267,0.1925532871788607
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15918,-4.6463102130658385,0.1966947408743047
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15957,-4.643292051389476,0.2100397489963241
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,15977,-4.641759519318207,0.2168159442871699
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16021,-4.638423756197682,0.23156524890037694
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16044,-4.6366994927572724,0.23918919754335527
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16051,-4.6361773009189085,0.2414981044447998
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16058,-4.635656345523495,0.2438015443292336
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16063,-4.635284999946667,0.2454434741760247
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16096,-4.632849451046237,0.2562124200918102
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16115,-4.631459357409309,0.2623588141105574
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16135,-4.630005463223721,0.2687873066155164
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16151,-4.661878969623335,0.32149102942666197
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16172,-4.693013983316446,0.6117357837915094
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16176,-4.705809503314883,0.7063595543360174
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16216,-4.711318441754257,0.68200140652936
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16218,-4.711586255692384,0.6808172488987372
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16222,-4.712119905251275,0.678457680902926
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16224,-4.712385658446652,0.6772826349872261
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16248,-4.715520293217561,0.6634226331175377
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16250,-4.715776979152923,0.6622876787116709
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16259,-4.716923740456192,0.6572171952362494
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16275,-4.718928676859788,0.6483522319045227
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16283,-4.701500716858866,0.4442447124317144
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16287,-4.69535356442394,0.38577417993302976
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16313,-4.623796999138467,0.256671679096732
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16335,-4.622114774817821,0.26410974889859395
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16340,-4.621734032260518,0.2657932281367722
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16381,-4.618634017943562,0.2795001533032384
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16425,-4.615353729977994,0.2940041707274709
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16448,-4.613658152055649,0.301501284391874
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16460,-4.612778627680377,0.30539016152640536
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16462,-4.61263239747829,0.30603672835873963
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16484,-4.61103012992247,0.3131212638604447
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16512,-4.667164994529842,0.4430978607580165
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16532,-4.7009036463462746,0.7239149825314708
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16559,-4.7046405121484645,0.7073921749987494
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16560,-4.7047764386421855,0.7067911667171453
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16564,-4.705318496028272,0.7043944229387789
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16621,-4.712737906492559,0.6715889925067304
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16640,-4.698269129518263,0.5036000520442458
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16659,-4.617048913942012,0.2823728803653031
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16667,-4.616439264242221,0.2850684881781736
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16690,-4.614697360855724,0.29277043304834494
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16699,-4.614019047255455,0.2957696429898687
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16718,-4.6125931791524115,0.302074216255474
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16738,-4.611101697044923,0.30866890632597854
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16741,-4.610878807269117,0.3096544287026504
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16795,-4.606905285940868,0.32722362481756984
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16808,-4.605959240833262,0.3314066279163425
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16837,-4.664890531074137,0.4396440655926257
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16846,-4.678256763080986,0.5621113130000983
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16852,-4.687326215251112,0.6424534443781952
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16875,-4.702544236577614,0.7225239746328141
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16891,-4.70472705616931,0.712872488627855
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16936,-4.710623166678517,0.6868024330539573
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16966,-4.697177797982971,0.5262608753098732
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16976,-4.680301329148116,0.3867603225659105
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,16992,-4.613771668759789,0.3027264178469685
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17006,-4.612719536694089,0.30737849168124914
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17028,-4.611075889451324,0.3146459902967914
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17032,-4.610778235980268,0.3159620854615689
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17056,-4.6090002284071945,0.32382366746015157
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17060,-4.608704965396655,0.32512919304039556
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17064,-4.608410196965455,0.32643253180428067
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17070,-4.607968703755526,0.3283846242049164
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17075,-4.607601479658803,0.3300083306457471
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17083,-4.607015157551318,0.3326007939149577
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17097,-4.605992782587753,0.337121294688458
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17122,-4.604178918117776,0.3451414204072732
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17162,-4.72299626191918,0.6982818557842235
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17166,-4.723554887661879,0.6958118538847556
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17184,-4.726034866145288,0.684846459531378
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17188,-4.726577995115445,0.6824449776708063
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17197,-4.727789546128756,0.677088022064513
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17205,-4.728854372360637,0.672379820106912
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17218,-4.730560666137199,0.6648353255607374
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17228,-4.731853245496706,0.6591200975840235
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17233,-4.732493064447184,0.656291094367388
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17256,-4.650541652666763,0.37774300425956325
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17291,-4.561017293747359,0.13011756192741789
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17297,-4.54579142333892,0.08790169136173409
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17333,-4.45507547282748,-0.1639442023788812
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17334,-4.452570189192255,-0.17090460885793163
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17343,-4.430055393971148,-0.2334618391756807
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17393,-4.305980908686163,-0.5781916795723253
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17409,-4.266609912084136,-0.6875040009809928
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17425,-4.227389107090974,-0.796335358690175
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17432,-4.210275818330768,-0.843797421147941
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17465,-4.233862412935282,2.045645088344277
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17473,-4.234606917544724,2.0423532103320063
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17476,-4.234884046032536,2.0411278677833717
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17493,-4.236433970760224,2.0342747696735124
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17494,-4.2365240663691335,2.033876405781317
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17504,-4.23741859294301,2.0299211954003624
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17532,-4.239860736214849,2.019123092020709
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17535,-4.24011709242975,2.017989595496395
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17543,-4.240795818175867,2.014988563223829
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17589,-4.2516028837916995,1.4219029353807953
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17593,-4.252135765634974,1.4239307704257267
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17614,-4.254870248535559,1.4359073429612161
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17637,-4.257753315853212,1.4512956505006833
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17654,-4.259816994172029,1.4639534850110654
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17679,-4.262757717939555,1.4842614192519792
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17689,-4.263904731066695,1.492888451809578
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17700,-4.2651482413698325,1.5026792102266742
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17710,-4.2662629363313505,1.5118315903298252
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17711,-4.2663736227575635,1.5127592834898846
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17718,-4.267144172717428,1.5193173681862528
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17720,-4.267363081165651,1.521210264516692
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17728,-4.268233225871024,1.5288633226342099
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17732,-4.268665106548178,1.5327361933601904
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17744,-4.26994836888545,1.5445267894451056
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17775,-4.2731811444577685,1.5760971605825616
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17793,-4.27500698866259,1.5950882134547828
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17804,-4.276105768799413,1.6068916339721682
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17807,-4.276403013836052,1.6101436851036515
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17814,-4.277092844371791,1.6177751540006349
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17822,-4.277875083486246,1.6265679761294702
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17828,-4.2784575571399674,1.6332097308912152
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17856,-4.281129142245969,1.6647138920102404
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17867,-4.282158060950462,1.6773194268818186
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17871,-4.282529433636533,1.6819322671034782
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17919,-4.286875661034552,1.738408756348588
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17935,-4.288280890480635,1.7576674674303017
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17957,-4.290179666649253,1.784462288103605
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17979,-4.292040997216847,1.8116010913249696
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17983,-4.29237556902319,1.8165701075516454
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17992,-4.293124032459471,1.827787880002466
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,17995,-4.293372168014597,1.8315388125776464
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18011,-4.294684962696294,1.8516356938352407
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18014,-4.294929081118521,1.8554209452538235
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18036,-4.296700530896073,1.883337967628518
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18088,-4.300761122809862,1.9503528873608833
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18095,-4.301294716794437,1.9594772082304461
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18139,-4.304581852665114,2.0173500524401056
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18140,-4.304655315025368,2.0186749974577465
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18141,-4.304728598563124,2.020001305549695
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18163,-4.30632774793713,2.0492798164521258
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18215,-4.310004802819538,2.1192199607216704
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18222,-4.310488919777858,2.1287170151373793
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18232,-4.311176440601953,2.142313095100593
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18249,-4.31233399582591,2.165504798735766
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18260,-4.313075726502286,2.180561018807672
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18265,-4.313410973160898,2.187418093831602
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18272,-4.313878325816883,2.197031584441955
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18277,-4.314210778424526,2.203908065504743
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18280,-4.314409801054228,2.2080365707540492
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18288,-4.314938710763987,2.2190580721512774
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18289,-4.315004641093935,2.220436873468066
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18322,-4.317155101694342,2.266110484215614
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18323,-4.3172195113539695,2.2674995352559217
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18365,-4.319886703800024,2.326095680490844
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18383,-4.321008483601455,2.3513465135634295
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18384,-4.321070402204028,2.352751985472777
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18411,-4.32272702210368,2.390799479031482
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18425,-4.323574283952115,2.410605350057466
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18450,-4.325068197077071,2.446095771374136
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18453,-4.325245965317364,2.4503639897431575
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18473,-4.32642299918689,2.4788702856532145
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18509,-4.328507744297229,2.530392643308416
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18518,-4.329022184631296,2.543314762488239
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18520,-4.329136125320916,2.5461887702637824
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18557,-4.331221773364865,2.5994940444967054
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18614,-4.334352692735624,2.682113403885522
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18619,-4.334622886469457,2.6893876356162747
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18623,-4.334838472767286,2.6952101997886393
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18646,-4.336068972444457,2.728746119229241
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18647,-4.336122189387345,2.7302060505303287
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18677,-4.2405212581394,3.5024438491409073
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18680,-4.240235062391576,3.5037092831993757
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18715,-4.2369162797816164,3.5183835073246104
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18716,-4.236822062689899,3.5188000946347087
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18739,-4.2346626531213,3.5283480716226348
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18746,-4.23400873869741,3.531239398938291
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18762,-4.232519729481228,3.537823154950889
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18766,-4.232148796052949,3.5394632624546953
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18787,-4.230209226361422,3.5480392024016463
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18811,-4.228009178974892,3.557766862278869
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18875,-4.222228057827612,3.5833284845302904
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18896,-4.220357976333665,3.5915971776626177
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18898,-4.220180587724909,3.5923815135194914
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18977,-4.213266553452704,3.6229523885793746
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,18991,-4.212060277939761,3.6282860182002437
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,19004,-4.210945169619801,3.633216545846711
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,19014,-4.210090703856427,3.636994624616154
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,19031,-4.208644640487901,3.6433884926282887
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,19042,-4.207713350289227,3.647506255888821
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,19066,-4.2056932468308466,3.6564382813898324
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,19069,-4.205441836395855,3.657549909810273
train_prefix,049_GHL_id_18_Sensor_tr_50000_1st_109001.csv,18,19084,-4.204188823270212,3.6630901929798925
