series,ratio,kept_length,fit_pool_length,fixed_validation_length,channel,missing_value_count,nonfinite_value_count,unique_value_count,minimum,first_quartile,median,third_quartile,maximum,interquartile_range,standard_deviation,iqr_zero,standard_deviation_zero
6,0.6,27000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16337758571755065,True,False
6,0.6,27000,45000,5000,dt_rand,0,0,34,-1.89495527744,-0.565660595894,-0.27750480175,0.489669471979,2.2931303978,1.055330067873,0.7806500691688583,False,False
6,0.6,27000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.47437604225591573,False,False
6,0.6,27000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33097684893532275,True,False
6,0.6,27000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.166766315465936,True,False
6,0.6,27000,45000,5000,limiter.y,0,0,4,277.384277344,277.384277344,278.742675781,283.0,288.687133789,5.615722656000003,3.5555125567396626,False,False
6,0.6,27000,45000,5000,limiter1.y,0,0,34,81.0504455566,94.3433914185,97.2249526978,104.896697998,122.931304932,10.553306579499989,7.806501324330763,False,False
6,0.6,27000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14437290619494042,True,False
6,0.8,36000,45000,5000,C_level,0,0,826,0.00999999977648,0.00999999977648,0.138768583536,0.200253918767,0.281628161669,0.19025391899052,0.08714584050595059,False,False
6,0.8,36000,45000,5000,C_temperature.T,0,0,826,273.149993896,273.149993896,326.396850586,327.62878418,328.403839111,54.47879028400001,23.224304376836972,False,False
6,0.8,36000,45000,5000,HT_level,0,0,2107,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2278603282260558,False,False
6,0.8,36000,45000,5000,HT_temperature.T,0,0,35143,283.149993896,314.027458191,325.03477478,329.76705932625,332.99987793,15.739601135249984,11.515363587928121,False,False
6,0.8,36000,45000,5000,RT_level,0,0,7406,0.5,1.53713345528,1.75,2.03435611725,2.68443107605,0.4972226619700002,0.4093385966397234,False,False
6,0.8,36000,45000,5000,RT_level_ini,0,0,6,0.0,2.03713345528,2.25,2.53435611725,2.68443107605,0.4972226619700004,0.4341797981827775,False,False
6,0.8,36000,45000,5000,RT_temperature.T,0,0,5656,283.033294678,298.838043213,309.471618652,323.148040771,330.617095947,24.30999755800002,14.132587633942908,False,False
6,0.8,36000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33548109309053065,True,False
6,0.8,36000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.59489030908781,True,False
6,0.8,36000,45000,5000,dL_rand,0,0,5,-0.561571121216,-0.425733208656,0.0,0.568712413311,0.868861973286,0.9944456219669999,0.4985376746819063,False,False
6,0.8,36000,45000,5000,dT_rand,0,0,5,-0.561571121216,-0.425733208656,0.0,0.568712413311,0.868861973286,0.9944456219669999,0.4985376746819063,False,False
6,0.8,36000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16616235032229648,True,False
6,0.8,36000,45000,5000,dt_rand,0,0,47,-2.16165661812,-0.675496697426,-0.168095946312,0.547593593597,2.2931303978,1.223090291023,0.8370620738391328,False,False
6,0.8,36000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4765283840590312,False,False
6,0.8,36000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3297445154543905,True,False
6,0.8,36000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17074258092860717,True,False
6,0.8,36000,45000,5000,limiter.y,0,0,5,277.384277344,278.742675781,283.0,288.687133789,291.68862915,9.94445800799997,4.985382059917287,False,False
6,0.8,36000,45000,5000,limiter1.y,0,0,47,78.3834381104,93.2450332642,98.3190383911,105.47593689,122.931304932,12.230903625799996,8.370620823106604,False,False
6,0.8,36000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14928523453165257,True,False
6,1.0,45000,45000,5000,C_level,0,0,1092,0.00999999977648,0.0799999982119,0.138768583536,0.281628161669,0.369005411863,0.2016281634571,0.11231208685353374,False,False
6,1.0,45000,45000,5000,C_temperature.T,0,0,1092,273.149993896,323.280914307,326.396850586,328.403839111,328.912261963,5.122924804000036,21.747399802530996,False,False
6,1.0,45000,45000,5000,HT_level,0,0,2736,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2260625100151352,False,False
6,1.0,45000,45000,5000,HT_temperature.T,0,0,43572,283.149993896,315.5878372195,325.692489624,329.90988922124995,332.99987793,14.322052001749967,11.01007731160125,False,False
6,1.0,45000,45000,5000,RT_level,0,0,8766,0.5,1.46921443939,1.75,2.0795645117775,2.68443107605,0.6103500723874999,0.4784404499730023,False,False
6,1.0,45000,45000,5000,RT_level_ini,0,0,7,0.0,1.96921443939,2.25,2.53435611725,2.68443107605,0.5651416778600002,0.47123911860973383,False,False
6,1.0,45000,45000,5000,RT_temperature.T,0,0,6483,283.033294678,300.643516541,310.333618164,323.148071289,330.617095947,22.504554747999975,13.83898598581885,False,False
6,1.0,45000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3407277145357974,True,False
6,1.0,45000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.248990628410531,True,False
6,1.0,45000,45000,5000,dL_rand,0,0,6,-1.63124489784,-0.425733208656,0.0,0.568712413311,0.868861973286,0.9944456219669999,0.7100203920394796,False,False
6,1.0,45000,45000,5000,dT_rand,0,0,6,-1.63124489784,-0.425733208656,0.0,0.568712413311,0.868861973286,0.9944456219669999,0.7100203920394796,False,False
6,1.0,45000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16905059658216173,True,False
6,1.0,45000,45000,5000,dt_rand,0,0,61,-2.16165661812,-0.782342016697,-0.242439046502,0.489669471979,2.30396437645,1.2720114886760001,0.9022407352482185,False,False
6,1.0,45000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4743700603739961,False,False
6,1.0,45000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.31244953142052645,True,False
6,1.0,45000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17415912110250775,True,False
6,1.0,45000,45000,5000,limiter.y,0,0,6,274.0,278.742675781,283.0,288.687133789,291.68862915,9.94445800799997,5.938340602231194,False,False
6,1.0,45000,45000,5000,limiter1.y,0,0,61,78.3834381104,92.1765823364,97.5756072998,104.896697998,123.039642334,12.72011566159999,9.02240720224122,False,False
6,1.0,45000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.15346478071813388,True,False
7,0.05,2250,45000,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,0.0,True,True
7,0.05,2250,45000,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,5.68560549438497e-14,True,False
7,0.05,2250,45000,5000,HT_level,0,0,23,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2472290560238009,False,False
7,0.05,2250,45000,5000,HT_temperature.T,0,0,2250,283.149993896,287.765739441,290.374267578,310.97518920875,328.431213379,23.209449767750016,13.970714535481191,False,False
7,0.05,2250,45000,5000,RT_level,0,0,894,0.5,1.428598850965,1.75,1.75,2.24972319603,0.32140114903499994,0.4295202505725591,False,False
7,0.05,2250,45000,5000,RT_level_ini,0,0,2,0.0,0.0,2.25,2.25,2.25,2.25,1.1147952015886615,False,False
7,0.05,2250,45000,5000,RT_temperature.T,0,0,870,283.033294678,283.033294678,283.033294678,283.05082702625,283.149993896,0.017532348249972074,0.03169923561068816,False,False
7,0.05,2250,45000,5000,Relaxing.active,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.05,2250,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,20.0,20.0,20.0,9.743953875233185,False,False
7,0.05,2250,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.05,2250,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.05,2250,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0961786539807423,True,False
7,0.05,2250,45000,5000,dt_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.05,2250,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.49665667455379575,False,False
7,0.05,2250,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,1.0,1.0,1.0,0.4871976937616593,False,False
7,0.05,2250,45000,5000,inv_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.05,2250,45000,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
7,0.05,2250,45000,5000,limiter1.y,0,0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,True,True
7,0.05,2250,45000,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.1,4500,45000,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,0.0,True,True
7,0.1,4500,45000,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,5.684973584908787e-14,True,False
7,0.1,4500,45000,5000,HT_level,0,0,114,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2203181195028023,False,False
7,0.1,4500,45000,5000,HT_temperature.T,0,0,4498,283.149993896,290.3746643065,312.045135498,323.8290023805,332.999420166,33.45433807400002,15.912446933916948,False,False
7,0.1,4500,45000,5000,RT_level,0,0,986,0.5,1.75,1.75,1.75,2.25,0.0,0.3456267074296699,True,False
7,0.1,4500,45000,5000,RT_level_ini,0,0,2,0.0,2.25,2.25,2.25,2.25,0.0,0.9260100184908424,True,False
7,0.1,4500,45000,5000,RT_temperature.T,0,0,921,283.033294678,283.033294678,283.118545532,294.1065979,302.72088623,11.073303221999993,7.924836371823902,False,False
7,0.1,4500,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.20561131280470335,True,False
7,0.1,4500,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,7.902569132789706,True,False
7,0.1,4500,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.1,4500,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.1,4500,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.11932714143879614,True,False
7,0.1,4500,45000,5000,dt_rand,0,0,3,-1.7277443409,-1.7277443409,0.0,0.0,1.60985136032,1.7277443409,1.1349201175327088,False,False
7,0.1,4500,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.45151751842816856,False,False
7,0.1,4500,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.39512845663948537,True,False
7,0.1,4500,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1016742606632601,True,False
7,0.1,4500,45000,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
7,0.1,4500,45000,5000,limiter1.y,0,0,3,82.7225570679,82.7225570679,100.0,100.0,116.098510742,17.2774429321,11.349200111718366,False,False
7,0.1,4500,45000,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.2,9000,45000,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,0.0,True,True
7,0.2,9000,45000,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,0.0,True,True
7,0.2,9000,45000,5000,HT_level,0,0,522,0.10000000149,0.2567539736625,0.600000023842,0.600000023842,0.600000023842,0.3432460501795,0.21403023641403257,False,False
7,0.2,9000,45000,5000,HT_temperature.T,0,0,8948,283.149993896,312.0507507325,324.94871521000005,329.75660705575,332.999725342,17.705856323250032,14.811631157076873,False,False
7,0.2,9000,45000,5000,RT_level,0,0,1394,0.5,1.75,1.75,1.75,2.25,0.0,0.301515072724119,True,False
7,0.2,9000,45000,5000,RT_level_ini,0,0,2,0.0,2.25,2.25,2.25,2.25,0.0,0.6983947272292862,True,False
7,0.2,9000,45000,5000,RT_temperature.T,0,0,1153,283.033294678,283.118644714,302.72088623,318.680938721,329.7237854,35.56229400699999,16.64500824235189,False,False
7,0.2,9000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.32959986449408524,True,False
7,0.2,9000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,5.913427196205702,True,False
7,0.2,9000,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.2,9000,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.2,9000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16750354766636694,True,False
7,0.2,9000,45000,5000,dt_rand,0,0,12,-1.7277443409,-0.0152592547238,0.0,0.671926021576,1.60985136032,0.6871852762998,0.9399216504929293,False,False
7,0.2,9000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4536843475666488,False,False
7,0.2,9000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.29567135981028514,True,False
7,0.2,9000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16750354766636694,True,False
7,0.2,9000,45000,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
7,0.2,9000,45000,5000,limiter1.y,0,0,12,82.7225570679,99.84740448,100.0,106.719261169,116.098510742,6.871856689000012,9.399215878338609,False,False
7,0.2,9000,45000,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
7,0.4,18000,45000,5000,C_level,0,0,392,0.00999999977648,0.00999999977648,0.00999999977648,0.0799999982119,0.138301029801,0.06999999843542,0.042333878972147035,False,False
7,0.4,18000,45000,5000,C_temperature.T,0,0,392,273.149993896,273.149993896,273.149993896,323.280853271,326.399627686,50.130859375,25.26534134546689,False,False
7,0.4,18000,45000,5000,HT_level,0,0,1018,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22921698482629418,False,False
7,0.4,18000,45000,5000,HT_temperature.T,0,0,17829,283.149993896,311.342590332,324.1860046385,329.60934448275,332.99987793,18.26675415074999,13.015015488335914,False,False
7,0.4,18000,45000,5000,RT_level,0,0,3839,0.5,1.45752584934,1.75,1.75,2.25,0.29247415065999993,0.3511221047438249,False,False
7,0.4,18000,45000,5000,RT_level_ini,0,0,4,0.0,1.95752584934,2.25,2.25,2.25,0.29247415065999993,0.4994376403289162,False,False
7,0.4,18000,45000,5000,RT_temperature.T,0,0,3001,283.033294678,294.1065979,309.419158936,323.1380844115,330.657745361,29.03148651150002,15.808471637287264,False,False
7,0.4,18000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3295907083064456,True,False
7,0.4,18000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.83347428370308,True,False
7,0.4,18000,45000,5000,dL_rand,0,0,3,-0.584948241711,-0.584948241711,0.0,0.0,0.0,0.584948241711,0.2804365778417364,False,False
7,0.4,18000,45000,5000,dT_rand,0,0,3,-0.584948241711,-0.584948241711,0.0,0.0,0.0,0.584948241711,0.2804365778417364,False,False
7,0.4,18000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16434011459713274,True,False
7,0.4,18000,45000,5000,dt_rand,0,0,23,-2.05862617493,-0.225775927305,0.0,1.10101628304,1.60985136032,1.326792210345,0.895874027610914,False,False
7,0.4,18000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4781375456813715,False,False
7,0.4,18000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.34167371418515396,True,False
7,0.4,18000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16687251395333594,True,False
7,0.4,18000,45000,5000,limiter.y,0,0,3,277.150512695,277.150512695,283.0,283.0,283.0,5.849487305000025,2.8043677893721597,False,False
7,0.4,18000,45000,5000,limiter1.y,0,0,23,79.4137420654,97.7422409058,100.0,111.010162354,116.098510742,13.2679214482,8.958740060514918,False,False
7,0.4,18000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1454140492646011,True,False
7,0.6,27000,45000,5000,C_level,0,0,596,0.00999999977648,0.00999999977648,0.0799999982119,0.138301029801,0.205244913697,0.12830103002452,0.06431320414491976,False,False
7,0.6,27000,45000,5000,C_temperature.T,0,0,596,273.149993896,273.149993896,323.280853271,326.399627686,327.777374268,53.24963378999996,24.724562752901598,False,False
7,0.6,27000,45000,5000,HT_level,0,0,1559,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22729957534067993,False,False
7,0.6,27000,45000,5000,HT_temperature.T,0,0,26516,283.149993896,312.95598602300004,324.6856536865,329.71430206325,332.99987793,16.75831604024995,12.052024841418898,False,False
7,0.6,27000,45000,5000,RT_level,0,0,5497,0.5,1.45752584934,1.7192301750199999,1.7875736951849999,2.33101129532,0.3300478458449998,0.3428299650921997,False,False
7,0.6,27000,45000,5000,RT_level_ini,0,0,5,0.0,1.95752584934,2.17359685898,2.25,2.33101129532,0.29247415065999993,0.4191499409366918,False,False
7,0.6,27000,45000,5000,RT_temperature.T,0,0,4215,283.033294678,294.452514648,309.419158936,322.012573242,330.657745361,27.560058593999997,15.015167977841758,False,False
7,0.6,27000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33302062363556345,True,False
7,0.6,27000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.584986329457423,True,False
7,0.6,27000,45000,5000,dL_rand,0,0,4,-0.584948241711,-0.584948241711,-0.152806177735,0.0,0.162022769451,0.584948241711,0.2577570202085202,False,False
7,0.6,27000,45000,5000,dT_rand,0,0,4,-0.584948241711,-0.584948241711,-0.152806177735,0.0,0.162022769451,0.584948241711,0.2577570202085202,False,False
7,0.6,27000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16550466770514094,True,False
7,0.6,27000,45000,5000,dt_rand,0,0,35,-2.05862617493,-0.492660284042,0.0,1.10101628304,1.60985136032,1.5936765670820001,0.9421285523236042,False,False
7,0.6,27000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4754374248976397,False,False
7,0.6,27000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.32924931647287115,True,False
7,0.6,27000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16915490973094002,True,False
7,0.6,27000,45000,5000,limiter.y,0,0,4,277.150512695,277.150512695,281.471923828,283.0,284.620239258,5.849487305000025,2.577573123229816,False,False
7,0.6,27000,45000,5000,limiter1.y,0,0,35,79.4137420654,95.0733947754,100.0,111.010162354,116.098510742,15.936767578599998,9.421285231221942,False,False
7,0.6,27000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14644443995437256,True,False
7,0.8,36000,45000,5000,C_level,0,0,819,0.00999999977648,0.00999999977648,0.138301029801,0.205244913697,0.278485357761,0.19524491392051999,0.08753710952255725,False,False
7,0.8,36000,45000,5000,C_temperature.T,0,0,819,273.149993896,273.149993896,326.399627686,327.777374268,328.411010742,54.627380372000005,23.18084737964044,False,False
7,0.8,36000,45000,5000,HT_level,0,0,2096,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22578588464331278,False,False
7,0.8,36000,45000,5000,HT_temperature.T,0,0,35155,283.149993896,313.96052551275,324.85615539549997,329.765930176,332.99987793,15.805404663249988,11.48066766868201,False,False
7,0.8,36000,45000,5000,RT_level,0,0,7184,0.5,1.67018979788,1.75,1.85860013962,2.35860013962,0.18841034174000004,0.3498728090979226,False,False
7,0.8,36000,45000,5000,RT_level_ini,0,0,6,0.0,2.17359685898,2.25,2.33101129532,2.35860013962,0.1574144363400003,0.38113015021794566,False,False
7,0.8,36000,45000,5000,RT_temperature.T,0,0,5449,283.033294678,295.28074646,309.172027588,322.012573242,330.657745361,26.731826781999985,14.311705273719525,False,False
7,0.8,36000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33097531658898394,True,False
7,0.8,36000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.464074618528749,True,False
7,0.8,36000,45000,5000,dL_rand,0,0,5,-0.584948241711,-0.152806177735,0.0,0.162022769451,0.217200234532,0.31482894718599996,0.27541617986142103,False,False
7,0.8,36000,45000,5000,dT_rand,0,0,5,-0.584948241711,-0.152806177735,0.0,0.162022769451,0.217200234532,0.31482894718599996,0.27541617986142103,False,False
7,0.8,36000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1656885635009311,True,False
7,0.8,36000,45000,5000,dt_rand,0,0,47,-2.71739864349,-1.05099642277,-0.0445265062153,0.306894123554,1.60985136032,1.3578905463239999,1.026711901027344,False,False
7,0.8,36000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4731776048708041,False,False
7,0.8,36000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.32320373092643745,True,False
7,0.8,36000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.170359813048238,True,False
7,0.8,36000,45000,5000,limiter.y,0,0,5,277.150512695,281.471923828,283.0,284.620239258,285.17199707,3.148315430000025,2.7541659950762227,False,False
7,0.8,36000,45000,5000,limiter1.y,0,0,47,72.8260116577,89.4900360107,99.5547332764,103.068939209,116.098510742,13.578903198300011,10.267118612987117,False,False
7,0.8,36000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14866224358314004,True,False
7,1.0,45000,45000,5000,C_level,0,0,1046,0.00999999977648,0.0799999982119,0.138301029801,0.278485357761,0.352829366922,0.19848535954909996,0.11160813008444088,False,False
7,1.0,45000,45000,5000,C_temperature.T,0,0,1046,273.149993896,323.280853271,326.399627686,328.411010742,328.768890381,5.130157470999961,21.69179962389074,False,False
7,1.0,45000,45000,5000,HT_level,0,0,2640,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22498769392407,False,False
7,1.0,45000,45000,5000,HT_temperature.T,0,0,43708,283.149993896,314.71228027375,325.12464904800004,329.79749298075,332.99987793,15.085212706999982,11.113004808494347,False,False
7,1.0,45000,45000,5000,RT_level,0,0,8777,0.5,1.65021967888,1.75,1.85860013962,2.35860013962,0.20838046073999994,0.3503903815259837,False,False
7,1.0,45000,45000,5000,RT_level_ini,0,0,7,0.0,2.15021967888,2.25,2.33101129532,2.35860013962,0.18079161644000008,0.34825272359897824,False,False
7,1.0,45000,45000,5000,RT_temperature.T,0,0,6579,283.033294678,297.81078338599997,309.419158936,323.01022338825,330.657745361,25.199440002250014,13.965772857553015,False,False
7,1.0,45000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33292687723738634,True,False
7,1.0,45000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.333012748894868,True,False
7,1.0,45000,45000,5000,dL_rand,0,0,6,-0.584948241711,-0.199560537934,0.0,0.162022769451,0.217200234532,0.361583307385,0.26643447685688226,False,False
7,1.0,45000,45000,5000,dT_rand,0,0,6,-0.584948241711,-0.199560537934,0.0,0.162022769451,0.217200234532,0.361583307385,0.26643447685688226,False,False
7,1.0,45000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16624070547674527,True,False
7,1.0,45000,45000,5000,dt_rand,0,0,59,-2.71739864349,-1.05099642277,-0.0152592547238,0.479415267706,1.60985136032,1.530411690476,1.0234255351252006,False,False
7,1.0,45000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.47202677545808763,False,False
7,1.0,45000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3166506374447434,True,False
7,1.0,45000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17107813974956185,True,False
7,1.0,45000,45000,5000,limiter.y,0,0,6,277.150512695,281.004394531,283.0,284.620239258,285.17199707,3.615844727000024,2.6643478009564094,False,False
7,1.0,45000,45000,5000,limiter1.y,0,0,59,72.8260116577,89.4900360107,99.84740448,104.794151306,116.098510742,15.304115295300008,10.234254969612694,False,False
7,1.0,45000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1502580759104386,True,False
8,0.05,2250,45000,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,0.0,True,True
8,0.05,2250,45000,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,5.68560549438497e-14,True,False
8,0.05,2250,45000,5000,HT_level,0,0,23,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2472290560238009,False,False
8,0.05,2250,45000,5000,HT_temperature.T,0,0,2250,283.149993896,287.765739441,290.374267578,310.97518920875,328.431213379,23.209449767750016,13.970714535481191,False,False
8,0.05,2250,45000,5000,RT_level,0,0,894,0.5,1.428598850965,1.75,1.75,2.24972319603,0.32140114903499994,0.4295202505725591,False,False
8,0.05,2250,45000,5000,RT_level_ini,0,0,2,0.0,0.0,2.25,2.25,2.25,2.25,1.1147952015886615,False,False
8,0.05,2250,45000,5000,RT_temperature.T,0,0,870,283.033294678,283.033294678,283.033294678,283.05082702625,283.149993896,0.017532348249972074,0.03169923561068816,False,False
8,0.05,2250,45000,5000,Relaxing.active,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
8,0.05,2250,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,20.0,20.0,20.0,9.743953875233185,False,False
8,0.05,2250,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
8,0.05,2250,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
