series,ratio,window_size,original_train_length,kept_length,model_train_length,validation_length,train_window_count,validation_window_count,normalization_sample_count,feasible
19,0.2,55,43750,8750,7875,875,7820,820,8695,True
19,0.2,155,43750,8750,7875,875,7720,720,8595,True
19,0.5,5,43750,21875,19687,2188,19682,2183,21870,True
19,0.5,15,43750,21875,19687,2188,19672,2173,21860,True
19,0.5,50,43750,21875,19687,2188,19637,2138,21825,True
19,0.5,55,43750,21875,19687,2188,19632,2133,21820,True
19,0.5,155,43750,21875,19687,2188,19532,2033,21720,True
19,1.0,5,43750,43750,39375,4375,39370,4370,43745,True
19,1.0,15,43750,43750,39375,4375,39360,4360,43735,True
19,1.0,50,43750,43750,39375,4375,39325,4325,43700,True
19,1.0,55,43750,43750,39375,4375,39320,4320,43695,True
19,1.0,155,43750,43750,39375,4375,39220,4220,43595,True
20,0.05,5,50000,2500,2250,250,2245,245,2495,True
20,0.05,15,50000,2500,2250,250,2235,235,2485,True
20,0.05,50,50000,2500,2250,250,2200,200,2450,True
20,0.05,55,50000,2500,2250,250,2195,195,2445,True
20,0.05,155,50000,2500,2250,250,2095,95,2345,True
20,0.1,5,50000,5000,4500,500,4495,495,4995,True
20,0.1,15,50000,5000,4500,500,4485,485,4985,True
20,0.1,50,50000,5000,4500,500,4450,450,4950,True
20,0.1,55,50000,5000,4500,500,4445,445,4945,True
20,0.1,155,50000,5000,4500,500,4345,345,4845,True
20,0.2,5,50000,10000,9000,1000,8995,995,9995,True
20,0.2,15,50000,10000,9000,1000,8985,985,9985,True
20,0.2,50,50000,10000,9000,1000,8950,950,9950,True
20,0.2,55,50000,10000,9000,1000,8945,945,9945,True
20,0.2,155,50000,10000,9000,1000,8845,845,9845,True
20,0.5,5,50000,25000,22500,2500,22495,2495,24995,True
20,0.5,15,50000,25000,22500,2500,22485,2485,24985,True
20,0.5,50,50000,25000,22500,2500,22450,2450,24950,True
20,0.5,55,50000,25000,22500,2500,22445,2445,24945,True
20,0.5,155,50000,25000,22500,2500,22345,2345,24845,True
20,1.0,5,50000,50000,45000,5000,44995,4995,49995,True
20,1.0,15,50000,50000,45000,5000,44985,4985,49985,True
20,1.0,50,50000,50000,45000,5000,44950,4950,49950,True
20,1.0,55,50000,50000,45000,5000,44945,4945,49945,True
20,1.0,155,50000,50000,45000,5000,44845,4845,49845,True
21,0.05,5,50000,2500,2250,250,2245,245,2495,True
21,0.05,15,50000,2500,2250,250,2235,235,2485,True
21,0.05,50,50000,2500,2250,250,2200,200,2450,True
21,0.05,55,50000,2500,2250,250,2195,195,2445,True
21,0.05,155,50000,2500,2250,250,2095,95,2345,True
21,0.1,5,50000,5000,4500,500,4495,495,4995,True
21,0.1,15,50000,5000,4500,500,4485,485,4985,True
21,0.1,50,50000,5000,4500,500,4450,450,4950,True
21,0.1,55,50000,5000,4500,500,4445,445,4945,True
21,0.1,155,50000,5000,4500,500,4345,345,4845,True
21,0.2,5,50000,10000,9000,1000,8995,995,9995,True
21,0.2,15,50000,10000,9000,1000,8985,985,9985,True
21,0.2,50,50000,10000,9000,1000,8950,950,9950,True
21,0.2,55,50000,10000,9000,1000,8945,945,9945,True
21,0.2,155,50000,10000,9000,1000,8845,845,9845,True
21,0.5,5,50000,25000,22500,2500,22495,2495,24995,True
21,0.5,15,50000,25000,22500,2500,22485,2485,24985,True
21,0.5,50,50000,25000,22500,2500,22450,2450,24950,True
21,0.5,55,50000,25000,22500,2500,22445,2445,24945,True
21,0.5,155,50000,25000,22500,2500,22345,2345,24845,True
21,1.0,5,50000,50000,45000,5000,44995,4995,49995,True
21,1.0,15,50000,50000,45000,5000,44985,4985,49985,True
21,1.0,50,50000,50000,45000,5000,44950,4950,49950,True
21,1.0,55,50000,50000,45000,5000,44945,4945,49945,True
21,1.0,155,50000,50000,45000,5000,44845,4845,49845,True
22,0.05,5,50000,2500,2250,250,2245,245,2495,True
22,0.05,15,50000,2500,2250,250,2235,235,2485,True
22,0.05,50,50000,2500,2250,250,2200,200,2450,True
22,0.05,55,50000,2500,2250,250,2195,195,2445,True
22,0.05,155,50000,2500,2250,250,2095,95,2345,True
22,0.1,5,50000,5000,4500,500,4495,495,4995,True
22,0.1,15,50000,5000,4500,500,4485,485,4985,True
22,0.1,50,50000,5000,4500,500,4450,450,4950,True
22,0.1,55,50000,5000,4500,500,4445,445,4945,True
22,0.1,155,50000,5000,4500,500,4345,345,4845,True
22,0.2,5,50000,10000,9000,1000,8995,995,9995,True
22,0.2,15,50000,10000,9000,1000,8985,985,9985,True
22,0.2,50,50000,10000,9000,1000,8950,950,9950,True
22,0.2,55,50000,10000,9000,1000,8945,945,9945,True
22,0.2,155,50000,10000,9000,1000,8845,845,9845,True
22,0.5,5,50000,25000,22500,2500,22495,2495,24995,True
22,0.5,15,50000,25000,22500,2500,22485,2485,24985,True
22,0.5,50,50000,25000,22500,2500,22450,2450,24950,True
22,0.5,55,50000,25000,22500,2500,22445,2445,24945,True
22,0.5,155,50000,25000,22500,2500,22345,2345,24845,True
22,1.0,5,50000,50000,45000,5000,44995,4995,49995,True
22,1.0,15,50000,50000,45000,5000,44985,4985,49985,True
22,1.0,50,50000,50000,45000,5000,44950,4950,49950,True
22,1.0,55,50000,50000,45000,5000,44945,4945,49945,True
22,1.0,155,50000,50000,45000,5000,44845,4845,49845,True
23,0.05,5,50000,2500,2250,250,2245,245,2495,True
23,0.05,15,50000,2500,2250,250,2235,235,2485,True
23,0.05,50,50000,2500,2250,250,2200,200,2450,True
23,0.05,55,50000,2500,2250,250,2195,195,2445,True
23,0.05,155,50000,2500,2250,250,2095,95,2345,True
23,0.1,5,50000,5000,4500,500,4495,495,4995,True
23,0.1,15,50000,5000,4500,500,4485,485,4985,True
23,0.1,50,50000,5000,4500,500,4450,450,4950,True
23,0.1,55,50000,5000,4500,500,4445,445,4945,True
23,0.1,155,50000,5000,4500,500,4345,345,4845,True
23,0.2,5,50000,10000,9000,1000,8995,995,9995,True
23,0.2,15,50000,10000,9000,1000,8985,985,9985,True
23,0.2,50,50000,10000,9000,1000,8950,950,9950,True
23,0.2,55,50000,10000,9000,1000,8945,945,9945,True
23,0.2,155,50000,10000,9000,1000,8845,845,9845,True
23,0.5,5,50000,25000,22500,2500,22495,2495,24995,True
23,0.5,15,50000,25000,22500,2500,22485,2485,24985,True
23,0.5,50,50000,25000,22500,2500,22450,2450,24950,True
23,0.5,55,50000,25000,22500,2500,22445,2445,24945,True
23,0.5,155,50000,25000,22500,2500,22345,2345,24845,True
23,1.0,5,50000,50000,45000,5000,44995,4995,49995,True
23,1.0,15,50000,50000,45000,5000,44985,4985,49985,True
23,1.0,50,50000,50000,45000,5000,44950,4950,49950,True
23,1.0,55,50000,50000,45000,5000,44945,4945,49945,True
23,1.0,155,50000,50000,45000,5000,44845,4845,49845,True
24,0.05,5,50000,2500,2250,250,2245,245,2495,True
24,0.05,15,50000,2500,2250,250,2235,235,2485,True
24,0.05,50,50000,2500,2250,250,2200,200,2450,True
24,0.05,55,50000,2500,2250,250,2195,195,2445,True
24,0.05,155,50000,2500,2250,250,2095,95,2345,True
24,0.1,5,50000,5000,4500,500,4495,495,4995,True
24,0.1,15,50000,5000,4500,500,4485,485,4985,True
24,0.1,50,50000,5000,4500,500,4450,450,4950,True
24,0.1,55,50000,5000,4500,500,4445,445,4945,True
24,0.1,155,50000,5000,4500,500,4345,345,4845,True
24,0.2,5,50000,10000,9000,1000,8995,995,9995,True
24,0.2,15,50000,10000,9000,1000,8985,985,9985,True
24,0.2,50,50000,10000,9000,1000,8950,950,9950,True
24,0.2,55,50000,10000,9000,1000,8945,945,9945,True
24,0.2,155,50000,10000,9000,1000,8845,845,9845,True
24,0.5,5,50000,25000,22500,2500,22495,2495,24995,True
24,0.5,15,50000,25000,22500,2500,22485,2485,24985,True
24,0.5,50,50000,25000,22500,2500,22450,2450,24950,True
24,0.5,55,50000,25000,22500,2500,22445,2445,24945,True
24,0.5,155,50000,25000,22500,2500,22345,2345,24845,True
24,1.0,5,50000,50000,45000,5000,44995,4995,49995,True
24,1.0,15,50000,50000,45000,5000,44985,4985,49985,True
24,1.0,50,50000,50000,45000,5000,44950,4950,49950,True
24,1.0,55,50000,50000,45000,5000,44945,4945,49945,True
24,1.0,155,50000,50000,45000,5000,44845,4845,49845,True
25,0.05,5,50000,2500,2250,250,2245,245,2495,True
25,0.05,15,50000,2500,2250,250,2235,235,2485,True
25,0.05,50,50000,2500,2250,250,2200,200,2450,True
25,0.05,55,50000,2500,2250,250,2195,195,2445,True
25,0.05,155,50000,2500,2250,250,2095,95,2345,True
25,0.1,5,50000,5000,4500,500,4495,495,4995,True
25,0.1,15,50000,5000,4500,500,4485,485,4985,True
25,0.1,50,50000,5000,4500,500,4450,450,4950,True
25,0.1,55,50000,5000,4500,500,4445,445,4945,True
25,0.1,155,50000,5000,4500,500,4345,345,4845,True
25,0.2,5,50000,10000,9000,1000,8995,995,9995,True
25,0.2,15,50000,10000,9000,1000,8985,985,9985,True
25,0.2,50,50000,10000,9000,1000,8950,950,9950,True
25,0.2,55,50000,10000,9000,1000,8945,945,9945,True
25,0.2,155,50000,10000,9000,1000,8845,845,9845,True
25,0.5,5,50000,25000,22500,2500,22495,2495,24995,True
25,0.5,15,50000,25000,22500,2500,22485,2485,24985,True
25,0.5,50,50000,25000,22500,2500,22450,2450,24950,True
25,0.5,55,50000,25000,22500,2500,22445,2445,24945,True
25,0.5,155,50000,25000,22500,2500,22345,2345,24845,True
25,1.0,5,50000,50000,45000,5000,44995,4995,49995,True
25,1.0,15,50000,50000,45000,5000,44985,4985,49985,True
25,1.0,50,50000,50000,45000,5000,44950,4950,49950,True
25,1.0,55,50000,50000,45000,5000,44945,4945,49945,True
25,1.0,155,50000,50000,45000,5000,44845,4845,49845,True
